Human;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_notlc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.8522886202587552;0.8522886202587552;0.9401964563836837;0.9401964563836837;0.9837491666766648;0.9837491666766648;0.9852536449532048;0.9852536449532048;0.9644883940728681;0.9644883940728681;0.9576126609276073;0.9576126609276073;0.9586848531341811;0.9586848531341811;0.912859470050749;0.912859470050749;0.938823806373562;0.938823806373562;0.9033962263282265;0.9033962263282265;0.9526487974263168;0.9526487974263168;0.9739525933952108;0.9785183438829762;0.9752629425539688;0.9780011989295474;0.9771705328888023;0.975511304801422;0.978734781260332;0.9744171823331738;0.9563541473744283;0.9563541473744283;0.9350438788667694;0.9350438788667694
1.3333333333333333;0.8575976645105186;0.8575976645105186;0.9374034626291773;0.9374034626291773;0.9811831494224776;0.9811831494224776;0.9833105347463191;0.9833105347463191;0.9634872984345113;0.9634872984345113;0.9597463289816206;0.9597463289816206;0.9654157619048249;0.9654157619048249;0.8316724792628011;0.8316724792628011;0.8827826021413434;0.8827826021413434;0.8997398641840609;0.8997398641840609;0.944187705047352;0.944187705047352;0.9426096535852607;0.9574564441938174;0.962793872619944;0.956812684239224;0.9515220243404194;0.9541850201239751;0.958778735533933;0.9505070701220355;0.9511098457592989;0.9511098457592989;0.9464006000616183;0.9464006000616183
4.0;0.8821830546417717;0.8821830546417717;0.9636020504339848;0.9636020504339848;0.9840450550060739;0.9840450550060739;0.9910211742712108;0.9910211742712108;0.9785744577515919;0.9785744577515919;0.980971143529696;0.980971143529696;0.976383153184647;0.976383153184647;0.9088611029122245;0.9088611029122245;0.9251663356880633;0.9251663356880633;0.9262631401273359;0.9262631401273359;0.9576324762923909;0.9576324762923909;0.9773487292438023;0.977346431318314;0.9745308992363393;0.9734915808154577;0.977958662305253;0.9761865773042552;0.9749618678836108;0.9750618391684053;0.9635909328442489;0.9635909328442489;0.9818262853362385;0.9818262853362385
2.6666666666666665;0.6846153009015256;0.6846153009015256;0.9126012261850208;0.9126012261850208;0.9543260737740793;0.9543260737740793;0.9726046984768872;0.9726046984768872;0.9641084983518884;0.9641084983518884;0.9615154434933335;0.9615154434933335;0.9516958477534433;0.9516958477534433;0.9103836200173637;0.9103836200173637;0.901110969974532;0.901110969974532;0.8541119206765615;0.8541119206765615;0.94665718615428;0.94665718615428;0.9766398683537822;0.980911582554372;0.9767274201522482;0.9727182703248496;0.9741473769252726;0.9788164436533336;0.9758168967896498;0.9780282822541252;0.9371914550398838;0.9371914550398838;0.9489777430997017;0.9489777430997017
2.6666666666666665;0.7651257736954984;0.7651257736954984;0.9000743742125771;0.9000743742125771;0.9739445189301094;0.9739445189301094;0.9781305456760929;0.9781305456760929;0.9598362321581259;0.9598362321581259;0.9577538348746246;0.9577538348746246;0.9501825855454372;0.9501825855454372;0.8906450912855598;0.8906450912855598;0.9311498725678654;0.9311498725678654;0.845002699139177;0.845002699139177;0.9478056576464081;0.9478056576464081;0.976215431797626;0.9790286233689628;0.980623418966471;0.9781545845857481;0.9773569305962292;0.9807256444414664;0.9759039378669695;0.9754556707517953;0.9304768892681822;0.9304768892681822;0.9624922915947742;0.9624922915947742
1.6666666666666667;0.737668104842087;0.737668104842087;0.905634543653587;0.905634543653587;0.9671741761496468;0.9671741761496468;0.9673268331702302;0.9673268331702302;0.9306070378000046;0.9306070378000046;0.9448115145272563;0.9448115145272563;0.9220723821120311;0.9220723821120311;0.8587520577125393;0.8587520577125393;0.855448032513097;0.855448032513097;0.7942097316486528;0.7942097316486528;0.921681742493342;0.921681742493342;0.9417032835684016;0.9463322095216403;0.9438859950913466;0.9331234287771506;0.9474109066004006;0.9427969546393872;0.9507677860825641;0.933443607235813;0.9202952916401219;0.9202952916401219;0.915338515576758;0.915338515576758
2.3333333333333335;0.7499832086691924;0.7499832086691924;0.9155594972185388;0.9155594972185388;0.9602398206398829;0.9602398206398829;0.9679335615297671;0.9679335615297671;0.9524538390937608;0.9524538390937608;0.9338655806863109;0.9338655806863109;0.9275293534874877;0.9275293534874877;0.8620600458796812;0.8620600458796812;0.9195002342841788;0.9195002342841788;0.825818002110746;0.825818002110746;0.9452622365907835;0.9452622365907835;0.958930246168377;0.9678565264708131;0.9626191361419421;0.9626233079183144;0.9587106377849361;0.9591823589667907;0.960268637627807;0.9657035752960526;0.9196611154679387;0.9196611154679387;0.9696355096658925;0.9696355096658925
1.0;0.8420022390418822;0.8420022390418822;0.9396279697870064;0.9396279697870064;0.9814794233703897;0.9814794233703897;0.9769482452591762;0.9769482452591762;0.9590687387738327;0.9590687387738327;0.9656050531538526;0.9656050531538526;0.9650876760029351;0.9650876760029351;0.8526066242919959;0.8526066242919959;0.9060822385002274;0.9060822385002274;0.8829661379934592;0.8829661379934592;0.9292081105984609;0.9292081105984609;0.9727040939892339;0.9850692320434652;0.9765084352060485;0.9769289588357616;0.9784242069840716;0.9799062339606728;0.9777969823049593;0.9773260472296116;0.9260562814800004;0.9260562814800004;0.9217464774939998;0.9217464774939998
1.6666666666666667;0.9302774119901258;0.9302774119901258;0.9252561293977681;0.9252561293977681;0.9918243134796901;0.9918243134796901;0.9905471918018964;0.9905471918018964;0.971579336257385;0.971579336257385;0.975622980458867;0.975622980458867;0.9686294090256743;0.9686294090256743;0.928875274069445;0.928875274069445;0.9357804748552833;0.9357804748552833;0.9202103623813273;0.9202103623813273;0.951539658029868;0.951539658029868;0.9805263204607738;0.980766763049391;0.9814642908094201;0.9791085332996999;0.9786323869238507;0.982454252134831;0.977308705887569;0.9785983966961023;0.9620836177955178;0.9620836177955178;0.946886935897693;0.946886935897693
3.0;0.8031665769487341;0.8031665769487341;0.9478900058635386;0.9478900058635386;0.9681735416231311;0.9681735416231311;0.9801305497340723;0.9801305497340723;0.9658690096725636;0.9658690096725636;0.970505177403485;0.970505177403485;0.9679688456991427;0.9679688456991427;0.9306262694162724;0.9306262694162724;0.9392979760156169;0.9392979760156169;0.9126853913623835;0.9126853913623835;0.9560886152543142;0.9560886152543142;0.9750032986781582;0.9811575206858884;0.9761316960973088;0.9762386588877601;0.9761510208262352;0.9802311746947402;0.9788577389841641;0.9811561889814833;0.9602019418168922;0.9602019418168922;0.9758546763149527;0.9758546763149527
