Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum
2.6666666666666665;0.9460624077822251;0.9577890370087164;0.9567716455303814;0.9577890370087164;0.9460624077822251;0.9577890370087164;0.9567716455303814;0.9577890370087164;0.9474097794310117;0.962270569516606;0.9557051516772967;0.962270569516606
1.3333333333333333;0.9270945941382752;0.9386194659929025;0.9199402125000411;0.9386194659929025;0.9270945941382752;0.9386194659929025;0.9199402125000411;0.9386194659929025;0.9270945941382752;0.9386194659929025;0.9199402125000411;0.9386194659929025
4.0;0.974413995938662;0.9665807181386881;0.9720224735651679;0.9665807181386881;0.974413995938662;0.9665807181386881;0.9720224735651679;0.9665807181386881;0.9735175599899689;0.9628672416389642;0.9709158078253127;0.9628672416389642
2.6666666666666665;0.9529269010902931;0.9435138907705627;0.9485496013401559;0.9435138907705627;0.9529269010902931;0.9435138907705627;0.9485496013401559;0.9435138907705627;0.9543426714633259;0.9403838020854428;0.9479613139689619;0.9403838020854428
2.6666666666666665;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191
1.6666666666666667;0.8831712279304252;0.8983893547586087;0.8723909658341187;0.8983893547586087;0.8831712279304252;0.8983893547586087;0.8723909658341187;0.8983893547586087;0.8872255093531688;0.8973602837348598;0.8735348366355464;0.8973602837348598
2.3333333333333335;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016
1.0;0.8682880578790738;0.8702919088234707;0.8700699356341621;0.8702919088234707;0.8682880578790738;0.8702919088234707;0.8700699356341621;0.8702919088234707;0.8718909949050564;0.8710265849458936;0.871442549506052;0.8710265849458936
1.6666666666666667;0.967640864310352;0.9431859881511778;0.9456930053684661;0.9431859881511778;0.967640864310352;0.9431859881511778;0.9456930053684661;0.9431859881511778;0.9661997214746713;0.9485422064739398;0.9540571517878058;0.9485422064739398
3.0;0.9241473169413323;0.9456092725336852;0.9454751033777482;0.9456092725336852;0.9241473169413323;0.9456092725336852;0.9454751033777482;0.9456092725336852;0.9829739663520882;0.9587837546869932;0.9816158414070371;0.9587837546869932
