Human;UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_JiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct
3.5;0.7559289460184544;0.7559289460184544;0.7559289460184544;0.7559289460184544;0.7559289460184544
2.5;0.521749194749951;0.521749194749951;0.521749194749951;0.521749194749951;0.521749194749951
3.45;0.4216370213557839;0.4216370213557839;0.4216370213557839;0.4216370213557839;0.4216370213557839
4.0;0.8713548411865623;0.8713548411865623;0.8713548411865623;0.8713548411865623;0.8713548411865623
3.0;0.1091089451179962;0.1091089451179962;0.1091089451179962;0.1091089451179962;0.1091089451179962
2.0;0.41403933560541256;0.41403933560541256;0.41403933560541256;0.41403933560541256;0.41403933560541256
2.5;0.5976143046671968;0.5976143046671968;0.5976143046671968;0.5976143046671968;0.5976143046671968
3.0;0.2886751345948129;0.2886751345948129;0.2886751345948129;0.2886751345948129;0.2886751345948129
0.0;0.0;0.0;0.0;0.0;0.0
2.5;0.5892556509887895;0.5892556509887895;0.5892556509887895;0.5892556509887895;0.5892556509887895
3.0;0.8749999999999998;0.8749999999999998;0.8749999999999998;0.8749999999999998;0.8749999999999998
0.5;0.0;0.0;0.0;0.0;0.0
3.0;0.4264014327112209;0.4264014327112209;0.4264014327112209;0.4264014327112209;0.4264014327112209
4.1;0.8153742483272114;0.8153742483272114;0.8153742483272114;0.8153742483272114;0.8153742483272114
3.5;0.7826237921249264;0.7826237921249264;0.7826237921249264;0.7826237921249264;0.7826237921249264
4.0;0.8743856497851876;0.8743856497851876;0.8743856497851876;0.8743856497851876;0.8743856497851876
2.5;0.4499770425732575;0.4499770425732575;0.4499770425732575;0.4499770425732575;0.4499770425732575
4.0;0.917463421851129;0.917463421851129;0.917463421851129;0.917463421851129;0.917463421851129
4.0;0.7378647873726218;0.7378647873726218;0.7378647873726218;0.7378647873726218;0.7378647873726218
4.1;0.769800358919501;0.769800358919501;0.769800358919501;0.769800358919501;0.769800358919501
4.0;0.7715167498104595;0.7715167498104595;0.7715167498104595;0.7715167498104595;0.7715167498104595
3.0;0.7610423906471906;0.7610423906471906;0.7610423906471906;0.7610423906471906;0.7610423906471906
4.0;0.8581163303210331;0.8581163303210331;0.8581163303210331;0.8581163303210331;0.8581163303210331
3.0;0.7378647873726218;0.7378647873726218;0.7378647873726218;0.7378647873726218;0.7378647873726218
4.5;0.8703882797784892;0.8703882797784892;0.8703882797784892;0.8703882797784892;0.8703882797784892
3.5;0.8249579113843053;0.8249579113843053;0.8249579113843053;0.8249579113843053;0.8249579113843053
3.5;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759
3.0;0.801387685344754;0.801387685344754;0.801387685344754;0.801387685344754;0.801387685344754
3.5;0.9088932591463857;0.9088932591463857;0.9088932591463857;0.9088932591463857;0.9088932591463857
4.0;0.9714726301433108;0.9714726301433108;0.9714726301433108;0.9714726301433108;0.9714726301433108
4.0;0.9335638713962128;0.9335638713962128;0.9335638713962128;0.9335638713962128;0.9335638713962128
