Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
4.0;0.9344272300493098;0.9344642847471546
3.0;0.9258844174826119;0.9273629374009014
2.2;0.9108300989790937;0.8972524596707863
3.2;0.9509176717711358;0.9401696340176564
3.2;0.9472708914783752;0.9419362863120718
3.2;0.9395891077685068;0.9386187228510691
1.4;0.83164436865008;0.8564277476628465
3.0;0.9305055335023934;0.9360823948135095
1.4;0.9115596207900349;0.9083251986048408
3.0;0.945958997406969;0.9452841824375032
3.0;0.9385813149589108;0.9299037376650631
1.0;0.9030567288249824;0.8639061358643111
3.0;0.9098517840978614;0.9319061425027213
2.0;0.8933430733195592;0.888119347624853
2.4;0.9557454007359528;0.9624973933819901
3.4;0.9253465542066494;0.9281463105442594
3.0;0.9186560715591918;0.9213544503579756
2.0;0.8708236130067056;0.8763591104541651
3.2;0.9141379294115459;0.9107068238536922
2.0;0.9423845092596688;0.9428870705177239
3.0;0.8814121983609687;0.884896740515812
1.2;0.8888880091916377;0.9040101866807184
3.4;0.9080390443486034;0.862940030239195
1.8;0.9090677870417306;0.8935650293086139
3.6;0.8689987895278385;0.8674340418502458
2.0;0.8694703570924945;0.8741637955262653
2.4;0.8922300144796272;0.8825361990508113
3.4;0.8808382878960247;0.9026645051228059
3.0;0.9462748480081771;0.9593192139327738
4.0;0.8964600197172542;0.9183733094485814
4.0;0.9461988973838255;0.9220668614519948
3.4;0.9132006990504596;0.9512058171349169
3.4;0.9217870032579081;0.898939918955778
3.0;0.8369826718791745;0.8514145433422218
2.0;0.8571450529996009;0.8402710393338368
3.8;0.9227044964763231;0.928432668124995
3.4;0.8832794053077363;0.9109670463491387
2.0;0.8360307916781482;0.8965858146950585
4.0;0.8991521243038022;0.9331222368279999
3.2;0.934853123731214;0.9075381038791823
2.2;0.8475023877854252;0.8496006076505425
3.0;0.9393402517392447;0.9245462317927204
2.0;0.9059378507683287;0.9078882105795532
0.6;0.8518734960846476;0.8567769748499489
3.2;0.9262573643711323;0.9332018965692623
3.6;0.9279862613953651;0.9333540627732387
1.0;0.9244001436988041;0.9339229460192046
1.8;0.8584879136330723;0.8522416831995274
2.8;0.885022641355482;0.9147412286725277
2.8;0.8860323703295326;0.9040890861552501
1.8;0.911792741884001;0.9194666380072108
1.8;0.9269199700736054;0.8935366369301281
2.6;0.8707174389781308;0.8784131098618643
1.4;0.8401581022632816;0.853555380369671
3.0;0.9027023809360332;0.8974593162211928
0.6;0.8933024839962963;0.8799612192379695
1.8;0.9031059804209957;0.8866566781694206
3.0;0.8530265399539124;0.8643315346748625
3.0;0.9326319039985619;0.9160706338238941
3.8;0.9844111425910828;0.9640827263741021
2.4;0.9114050847896541;0.9128646850043679
3.6;0.9370320416647517;0.9296100861900811
2.8;0.8994125482540231;0.9128225605332282
3.6;0.9318338787009325;0.9144375980593327
3.0;0.9233728467466703;0.9177145749693589
0.0;0.8104663427573655;0.8022206780869939
0.0;0.8641623255351457;0.8938220099209065
0.2;0.8675612363633941;0.8645740345115717
0.0;0.8635509597183442;0.848786988066736
0.2;0.8946709612406032;0.8876298421309198
0.2;0.8979297240311226;0.8819595406672899
1.8;0.9099695479656422;0.9093089246686196
1.4;0.904354132525238;0.9224884607474647
1.8;0.9127475251892299;0.901358970231821
2.0;0.9367930783684023;0.9237071924336637
0.0;0.872477216929829;0.8792671670867254
0.8;0.9085348930047721;0.8970074824930885
2.2;0.9148641457747315;0.8756501413432991
1.4;0.8572650177200215;0.8686983306187359
1.8;0.9314218001247302;0.927176171764386
3.0;0.9297123739033656;0.9327842496255122
1.2;0.9103337884473064;0.9077044074275757
0.2;0.8639814709153515;0.8743299421108911
0.2;0.8587153775568118;0.878279248977903
0.6;0.8449849558697147;0.8730840528447664
0.2;0.8383619939766018;0.8666303491278494
0.2;0.8541427387686787;0.8329668427069126
0.0;0.8737945352370484;0.8736648074445695
0.2;0.8440252770074874;0.8507128477902963
0.2;0.8156802388174066;0.8330096610733337
2.0;0.8827716259081431;0.8670535337191725
2.8;0.9396251982468422;0.9349219593539128
2.0;0.7986225216734216;0.8283690492483557
4.0;0.9195986935957431;0.9277793157508197
3.0;0.8701374196904027;0.8684369453779301
3.2;0.9242462875006975;0.9246268653818839
1.6;0.8898630866513328;0.8797253646417685
2.4;0.8501533147220351;0.9321425059082825
3.2;0.9252313463983859;0.9380066886412345
1.8;0.7948124883525828;0.8131376683027774
