Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Average;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average
2.6666666666666665;0.8108200032302505;0.7821087819594544;0.7714173700741669;0.817738914988921
1.3333333333333333;0.8120031367196988;0.739017267348934;0.7608354165813455;0.7374733059190084
4.0;0.881806243104332;0.8748190154412948;0.8748190154412948;0.8748190154412948
2.6666666666666665;0.8016899526851405;0.7887929286086145;0.7790035956959586;0.7887929286086145
2.6666666666666665;0.7720221753517786;0.7579495581764862;0.743586542797294;0.7579495581764862
1.6666666666666667;0.8056275794217289;0.7255168812972095;0.7654238738905568;0.7276972283023508
2.3333333333333335;0.7945442972027417;0.7703626032479886;0.7703626032479886;0.7703626032479886
1.0;0.7218900092596192;0.7383576464580186;0.7239150923850193;0.7383576464580186
1.6666666666666667;0.7436545816407206;0.8071774562544848;0.7404204510411027;0.8071774562544848
3.0;0.7873258649798248;0.7794731034810222;0.7600860489048459;0.7794731034810222
1.6666666666666667;0.8250435292156206;0.8098891283160552;0.8098891283160552;0.8098891283160552
1.3333333333333333;0.761125688041601;0.7363232452280248;0.7380235294531614;0.7363232452280248
1.3333333333333333;0.7986437724601104;0.7332260006673003;0.750776684066878;0.7332260006673003
1.0;0.5566949269724609;0.4931494774657328;0.48522305888069406;0.4931494774657328
1.6666666666666667;0.6170318562620686;0.5725016441977869;0.5505161044931891;0.5725016441977869
2.3333333333333335;0.6997835588063378;0.6677453482825297;0.6535536290652584;0.6677453482825297
3.0;0.8239503238975806;0.8068678206155493;0.7932065040912647;0.8068678206155493
2.3333333333333335;0.8225295280146362;0.7994095358982084;0.7814404155754272;0.7994095358982084
3.0;0.7403611594701985;0.7439936026159821;0.7085834799690762;0.7439936026159821
1.6666666666666667;0.8333192092344704;0.8009704342205753;0.8142777530247489;0.8090909716890697
3.0;0.8318776080310086;0.8168298202753907;0.8168298202753907;0.8168298202753907
2.6666666666666665;0.7381823132338956;0.719402533356002;0.719402533356002;0.719402533356002
1.6666666666666667;0.7328024308864711;0.7200282651366006;0.7200282651366006;0.7200282651366006
3.0;0.8459417199396185;0.8433234849568625;0.8433234849568625;0.8433234849568625
2.6666666666666665;0.8344773646970893;0.8262985035923793;0.8081450369170086;0.8262985035923793
2.6666666666666665;0.8623212741064892;0.8602661385603684;0.8451961771551145;0.8602661385603684
2.0;0.8448299157272974;0.836879959850523;0.8294358941363887;0.8367645374322332
2.0;0.6717317509160252;0.6264909407141599;0.6286302378104207;0.5893575889770899
2.6666666666666665;0.9006980504062825;0.8809591645858581;0.8948628821261242;0.8876927228936723
1.0;0.8156208377650522;0.8304561870707198;0.8038463865638312;0.8304561870707198
3.0;0.8137514039086191;0.8439794721106427;0.7984360493480096;0.8465767172037076
3.0;0.7310697058044308;0.683303809219345;0.683303809219345;0.7536617210578114
1.0;0.8018434325683914;0.784079487401803;0.784079487401803;0.8028722002423633
2.0;0.735888177896935;0.7122433767822794;0.7122433767822794;0.7273667317804603
2.0;0.8645322443039718;0.8620380017073277;0.8620380017073277;0.8580036606772595
0.0;0.49066776120614664;0.18485021800692028;0.18485021800692028;0.14748092634987717
1.3333333333333333;0.7020446660742025;0.6888851335078915;0.6888851335078915;0.6641071524117893
2.3333333333333335;0.7552459399926652;0.7531599440000437;0.7531599440000437;0.7571028722357848
0.3333333333333333;0.6104256639905798;0.657180459613289;0.657180459613289;0.657180459613289
1.0;0.7895638230451225;0.7448269844727368;0.7448269844727368;0.7302660411567355
3.0;0.8659128552464085;0.8614418461206027;0.8614418461206027;0.8658449069557955
2.0;0.7669482023938241;0.7925805316203155;0.7570372512127906;0.7925805316203155
1.0;0.816982242147861;0.791326347869845;0.8055791377890679;0.791326347869845
1.3333333333333333;0.8114045164998277;0.7700838251095419;0.7728625856789783;0.7842458208949031
1.6666666666666667;0.8038431250980006;0.752689124078651;0.7734743387299448;0.752689124078651
0.6666666666666666;0.8382669478742586;0.754957086537638;0.8035632836630925;0.7663657020023794
1.3333333333333333;0.954536834692891;0.9380084753289497;0.9439402848251631;0.937395298499277
2.0;0.9411128060561121;0.9275453794539041;0.9327381975458202;0.9282999758236291
2.0;0.8443538647069101;0.846387271682522;0.8342149633275158;0.846387271682522
0.6666666666666666;0.7562946429408386;0.7732204075582167;0.7243865353925454;0.7807786640917794
3.0;0.914078937879722;0.9059741611483646;0.9035485812790207;0.9060896016803816
3.0;0.8940376827053972;0.892553394016224;0.8869060272186564;0.892553394016224
1.3333333333333333;0.8865668170473696;0.8774451471875221;0.885178109234183;0.8774451471875221
2.0;0.8925308782686794;0.8796517100449363;0.8826388594792594;0.8847923331211563
2.0;0.8341259164757112;0.8286037566797226;0.815198399433941;0.8286037566797226
1.0;0.734358951998296;0.7391831878067668;0.721270066516659;0.7306221679255147
1.6666666666666667;0.8733002604850568;0.8641607544552786;0.8545082971557434;0.8641607544552786
2.0;0.8437368093885673;0.8458661844930304;0.8706762911646945;0.8458661844930304
0.3333333333333333;0.7447270291443372;0.717546756762372;0.7354471182604099;0.717546756762372
2.3333333333333335;0.8625255613237178;0.8402690259337919;0.8528970542555085;0.839080333537537
2.0;0.6693170947421339;0.5573201392588824;0.5573201392588824;0.5573201392588824
1.3333333333333333;0.8527162686742766;0.8386778154207324;0.8386778154207324;0.8386778154207324
2.6666666666666665;0.9962013915311034;0.9951028902457547;0.9962339510332647;0.9970135634259337
1.0;0.8490357531881537;0.8123790911198568;0.8123790911198568;0.8123790911198568
0.3333333333333333;0.7635725730557562;0.7194838145989553;0.7476383735718934;0.709839655439145
1.3333333333333333;0.8754966530192624;0.8683111230994904;0.8683111230994904;0.8683111230994904
1.3333333333333333;0.86115919509614;0.8906265492426612;0.8473958111861146;0.8906265492426612
2.3333333333333335;0.7364230014010175;0.7000800519663964;0.7071422762166242;0.7050548299868156
3.0;0.8532901038918531;0.8417295342404149;0.8417295342404149;0.8417295342404149
3.0;0.8484369065517057;0.8712238992160729;0.8545602407685042;0.8754190972548727
3.0;0.9159353000322302;0.9030115403446314;0.9075466424278263;0.9067678626995432
1.3333333333333333;0.820770170981986;0.7679903552153449;0.7929036828776322;0.7679903552153449
3.0;0.7670123175825597;0.7239245062262483;0.7239245062262483;0.7239245062262483
