Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9970854368267583;0.9910762443188375;0.9927784306960749;0.9948048682400802
2.5;0.96558690925904;0.9563194411841035;0.974446788235157;0.9624812966188274
3.45;0.9754040933320202;0.9632864369708577;0.9626622206050414;0.9718220033277142
4.0;0.9841167379355018;0.9840859075611819;0.9942859806904741;0.9944121529661594
3.0;0.9512311488639243;0.9524984270567273;0.9557009734099275;0.9489799717943173
2.0;0.9447832461511948;0.9435487369272368;0.9477513927871516;0.9507287637775232
2.5;0.9694115132510662;0.9694006276785941;0.9755780623283334;0.9760442786498343
3.0;0.9492882613164765;0.9405738024083862;0.935610030007174;0.9512083599287408
0.0;0.8936472957344662;0.8823639288468386;0.8833486278511119;0.8828448362193225
2.5;0.9366361945519582;0.9094969357462598;0.9514550925157338;0.9510370609153087
3.0;0.9788836986429716;0.9750827549739923;0.9795836581844924;0.974931367494429
0.5;0.9195565656602813;0.9195565656602799;0.897229907435409;0.9023136185021491
3.0;0.9606103636467124;0.9585213208994332;0.9680161484734943;0.9673160680416122
4.1;0.976140211956908;0.9729358262323883;0.9769059180345775;0.9749650566297275
3.5;0.9775147253140585;0.9673455653958604;0.9685633394625587;0.9584606128289179
4.0;0.9946084308519958;0.9977560582141303;0.9971306897973651;0.992484709981029
2.5;0.9820518436920207;0.9416904236364297;0.9753387701046383;0.9794272244688259
4.0;0.9965754416586325;0.9968114784252307;0.9949014426254609;0.9955574168672006
4.0;0.9840028959612944;0.9660109207209365;0.9839681840205814;0.983822969952851
4.1;0.975913711071776;0.9717370545112658;0.9692045771158996;0.9710612579957826
4.0;0.9917907009721865;0.9871756771169847;0.9889023633279056;0.9804031302363704
3.0;0.9758392955579569;0.9861293944587626;0.9782909783914358;0.9817657245861812
4.0;0.9696398039697696;0.9874666696242792;0.9799929383000084;0.9529388460554858
3.0;0.9650091452431908;0.9530338757612072;0.9788936209691818;0.9786998577901418
4.5;0.9964665903607205;0.9964665903607199;0.9974521840118551;0.9974844410727083
3.5;0.988652653721528;0.9872372668022233;0.9532553012809896;0.9533784361139775
3.5;0.9116968424624562;0.9127381974113651;0.914673675252273;0.9189799384933487
3.0;0.9874085250518865;0.9926427069163044;0.9885889321252516;0.9842971615601395
3.5;0.9936402329651606;0.9930098865007443;0.9926637212020547;0.9912445078681112
4.0;0.9966360242571439;0.9966360242571447;0.9989536248289382;0.9984573415100866
4.0;0.9969291091278162;0.9927024682314327;0.994880104053906;0.9977096948723291
4.0;0.9991772191959682;0.9976128780977706;0.9981020419600948;0.9983426546032764
3.0;0.9688882469396937;0.9839068000758282;0.9610460984164695;0.972482890055994
2.5;0.9657507409933231;0.96794497175693;0.9806315619787543;0.9757282511451567
2.5;0.9423341880144706;0.9483449891036136;0.9461065859507625;0.9463984044189875
3.0;0.9776209170357282;0.9771039702772442;0.9767575223743964;0.9488496685012705
0.0;0.889760404807805;0.8839755193211453;0.8978626352417355;0.8940260190883295
4.25;0.9751319632652518;0.9722715668366175;0.9744438360248588;0.9742861038096489
3.0;0.9344291697450328;0.9249080972560901;0.9493005931149816;0.9615759197455126
3.0;0.973562297407561;0.9821545906218941;0.9726169779840541;0.9727236342486787
4.0;0.9537044045216385;0.9814917245287653;0.9519938757369332;0.9601321544089948
0.0;0.9009973269794918;0.8872579490348835;0.9034454282012037;0.898674485019971
3.5;0.9452048022454322;0.938940297608197;0.9587308136084454;0.9552054544697002
1.0;0.8875092261384474;0.9099536458758385;0.9146366869727843;0.891393822518678
0.0;0.8851282999924579;0.8737753266796457;0.8951488063789049;0.8996633725023162
1.5;0.9325897032299484;0.9157100393498462;0.9549203944742514;0.953958922785935
3.6;0.9621359136139811;0.9552723048875417;0.9576563297216352;0.9580279906344871
3.0;0.9832843001874116;0.9100569147028115;0.9742241213326044;0.9738932797027711
3.0;0.9816051549750621;0.977233314003418;0.975651198865033;0.9686807498184035
5.0;0.9909374263964505;0.9846596938256729;0.9932212749501612;0.9926767949055367
3.5;0.9729566931801118;0.9674309790640016;0.9595213724246363;0.9406204096216038
0.0;0.9023449562972995;0.9023449562972997;0.8848121879012143;0.8929815404985945
4.0;0.946845050799282;0.9998519141677564;0.964487098798586;0.9530851989942933
4.5;0.9943555495768456;0.981791255977143;0.9905890326500038;0.9891102429875351
3.0;0.9758572491808167;0.9487875272214611;0.9765213640616898;0.9807748130821067
3.5;0.9882000810216153;0.9856845792533337;0.9892950249284207;0.9903158995717685
4.0;0.9886463556477657;0.9776917827329334;0.988790710341407;0.9818127603800816
3.0;0.9848492453999599;0.9816576029007928;0.987325877485868;0.9905163688308164
3.0;0.9769064424636899;0.9768247688018923;0.9800878146412145;0.9811146611572409
3.5;0.9667737849732102;0.962721626698491;0.9752533166675506;0.9739408906977693
2.5;0.927460681598169;0.9253775477812676;0.9546481910618239;0.9590102622709993
3.5;0.9856953564618814;0.9821085586614722;0.984414757381025;0.9841262374773777
3.5;0.9205896728643673;0.9037527908401459;0.9245991800577215;0.910239665996469
3.0;0.9635914777415202;0.9633753220755157;0.9702502759285703;0.97270613144803
4.5;0.9608109155329584;0.9621818620080719;0.950291830465813;0.9465252569755281
2.5;0.9421172193050928;0.9386671013003197;0.9494604258592179;0.942670221048162
3.5;0.9483730295131617;0.9430815900259168;0.9584872755488286;0.9612319054943287
3.0;0.975915438833246;0.9756043558553888;0.9793914734394001;0.9806646596779398
2.5;0.9481308131812402;0.9408145307530086;0.9760327113513584;0.9724169490886471
4.0;0.9713887166155112;0.8337681402256212;0.9689444694934316;0.9598181709365811
3.5;0.9841855913671708;0.9854200413169152;0.9829485650562011;0.9615509004013203
3.5;0.945947954868049;0.9454420338690718;0.9503260339703236;0.9492409064041063
3.0;0.9824876136884407;0.9824755517742009;0.9797528477627702;0.981307188662107
2.5;0.9816245555093333;0.963374545318406;0.9884478151378558;0.9838825634041022
4.0;0.9794219761636671;0.9761575420918233;0.9697776081690378;0.970611612957742
3.5;0.9353840332427167;0.9484707647266776;0.942046287100537;0.9532317687075798
