Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.4517857813435789;0.4517857930135824;0.45178579084998854
3.0;0.5754257365181475;0.575425723806;0.5754257461109449
2.2;0.48066809625037366;0.4806680580293668;0.4806680782219124
3.2;0.7133703312660603;0.7133703334970551;0.7133703259911723
3.2;0.5843598859778232;0.5843598650525392;0.5843598915221059
3.2;0.5308887782108247;0.5308887788242218;0.5308887776528629
1.4;0.30157629596655977;0.30157630314141065;0.3015763132061604
3.0;0.37635181815847857;0.376351822219483;0.3763518397139019
1.4;0.42977399084245393;0.4437992295381066;0.4437992197232529
3.0;0.5433661119634102;0.5433661385508443;0.5433661312690985
3.0;0.5429378115664201;0.5429378044477992;0.5429377923054204
1.0;0.16998887262662188;0.1699888595040207;0.16998887734767026
3.0;0.30256344538446467;0.30256346046616023;0.30256346341805473
2.0;0.42142893128751835;0.4214289129827873;0.42142892536928606
2.4;0.5284709222830121;0.5284709256272794;0.5284709219837553
3.4;0.3985167265111779;0.5946172769391194;0.5946172561184488
3.0;0.536948845839127;0.5369488768275519;0.5369488461075462
2.0;0.21289530834836248;0.2128952997593537;0.2128953174457738
3.2;0.6341331325421404;0.6341331346855456;0.6341331307675021
2.0;0.6843587394276206;0.6843587152940609;0.6843587381278372
3.0;0.5582869805939494;0.5582869970701619;0.558286977536009
1.2;0.2089556547650588;0.20895565194460194;0.20895565560824542
3.4;0.6165950764184216;0.6165950885661131;0.6165950755640409
1.8;0.3745744944021864;0.3745744605244734;0.37457446400432104
3.6;0.5530199034388802;0.5530199057355139;0.5530199289795287
2.0;0.5132021153113814;0.5132021277614277;0.5132021174084326
2.4;0.4122439521341035;0.4122439734796425;0.4122439526640348
3.4;0.19014642905655313;0.1901464380215593;0.1901464624902417
3.0;0.502301591155458;0.5023016136750833;0.5023016167538694
4.0;0.2018529110868706;0.2018529038930617;0.20185289951388463
4.0;0.528631789911293;0.5286317854316921;0.5286317792224943
3.4;0.5454917303515062;0.5454917265098024;0.5454917278107679
3.4;0.27951075093977573;0.2795107569920634;0.27951075442845286
3.0;0.01335574279936273;0.013355763593561673;0.013355744780692786
2.0;0.3433588243085094;0.343358829618546;0.3433588306051859
3.8;0.7048885377361593;0.7048885402899842;0.7048885653176582
3.4;0.5517584194877855;0.5517584462716897;0.5517584566861563
2.0;0.33607887594182295;0.33607888402629177;0.3360788815567887
4.0;0.5926305718091386;0.5926305928053494;0.5926305891825849
3.2;0.6199691008304;0.6199690922933049;0.6199690663172501
2.2;0.24483047397194138;0.24483047800875674;0.24483045078733298
3.0;0.5985448450491089;0.5985448359882055;0.598544848970899
2.0;0.3329210461956831;0.33292105649552184;0.33292107116541914
0.6;0.4509097436762083;0.45090971836932137;0.4509097087147662
3.2;0.46844261188056685;0.4684426123381913;0.46844263325562885
3.6;0.43042667863443745;0.43042665769727867;0.4304266553902617
1.0;0.3823940578679649;0.3823940937245458;0.38239408847340023
1.8;0.527989583773847;0.5279895770869526;0.5279895483626004
2.8;0.13425854498918413;0.10756581684579143;0.10756579580411275
2.8;0.1625752336990595;0.14822468494650035;0.14822467308049783
1.8;0.48654409570010804;0.4602555287575345;0.4602555215072578
1.8;0.3664638779082495;0.40263181185640795;0.402631782614133
2.6;0.5663561758138175;0.5663561915579107;0.5663561875076628
1.4;0.18721279252173456;0.1872127980717991;0.18721281440390214
3.0;0.33252218867754857;0.332522198765688;0.3325222065977495
0.6;0.2115560684303157;0.211556044232582;0.2115560642605759
1.8;0.4412871240932022;0.44128710851982544;0.44128708744070533
3.0;0.35365264814779;0.3536526679930471;0.35365263717451834
3.0;0.5379726610012917;0.5379726367504672;0.5379726448634429
3.8;0.6737481150672527;0.6737480999251944;0.6737481134038461
2.4;0.38285693846203217;0.3828569508767231;0.3828569228735134
3.6;0.5222304499674646;0.522230460058783;0.5222304578021163
2.8;0.5779619574442296;0.5779619445841591;0.5779619402089521
3.6;0.5587493672281012;0.55874939110767;0.5587493865229477
3.0;0.5817276542073495;0.5817276548416597;0.581727656822328
0.0;0.2692701759271659;0.26927020141985814;0.26927017811348797
0.0;0.06850293756923406;0.06850295481839269;0.06850290833026271
0.2;0.17170364561059312;0.1717036490032965;0.17170366026949369
0.0;0.16131113791978705;0.1613111643453145;0.16131115669579482
0.2;0.18222513757997405;0.18222511551593168;0.18222512034456553
0.2;0.02053039821008378;0.020530409186582596;0.020530348496196987
1.8;0.34101969074298083;0.3410196806656778;0.3410196901635482
1.4;0.34441062050289023;0.34441061025196334;0.34441065949619876
1.8;0.15738181338575258;0.15738182594559966;0.15738181634527054
2.0;0.3880161764610429;0.38801617754341944;0.38801615181607546
0.0;0.14297134513389906;0.14297134133852082;0.14297135390948834
0.8;0.29367061030122976;0.29367058333806656;0.2936705922788003
2.2;0.3961921690130456;0.39619216626942744;0.39619216084901016
1.4;0.331625518869164;0.33162549532226215;0.3316255031090065
1.8;0.506274446433063;0.5062744553168452;0.5062744425173941
3.0;0.516456279939613;0.5164562755420333;0.5164562708033119
1.2;0.35565262666102554;0.3556526543816308;0.3556526431202181
0.2;0.09529149798585868;0.09529150095580187;0.09529151477474658
0.2;0.12601352357954684;0.1639613998135511;0.12601350507961542
0.6;0.24476901626569736;0.24476898408424963;0.24476901369836918
0.2;0.14836057397682545;0.14836056816369458;0.14836055488450803
0.2;0.06042753925195192;0.060427553672963444;0.06042756291365275
0.0;0.08491788135532612;0.0849178907314203;0.084917875746733
0.2;0.2255917347661823;0.2255917276028887;0.2255917378792946
0.2;-0.10215984600868888;-0.10215986502774038;-0.1021598685605597
2.0;0.21961120964654254;0.21961121478586218;0.2196112136315315
