Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max
4.0;0.9805228105282937;0.9805228105282937;0.9804986120358528
3.0;0.9946278419337258;0.9946278419337258;0.9949108036511226
2.2;0.9900914848375576;0.9900914848375576;0.9906456891649247
3.2;0.991732073587403;0.991732073587403;0.991417604637718
3.2;0.9992662023169108;0.9992662023169108;0.978208227762512
3.2;0.9640441008249283;0.9640441008249283;0.9699842252641464
1.4;0.9657408402769597;0.9657408402769597;0.9657408402769597
3.0;0.9952358943848757;0.9952358943848757;0.9952358943848757
1.4;0.9927890405655024;0.992806977240509;0.9882782329864961
3.0;0.9260824687548251;0.9260824687548251;0.9260824687548245
3.0;0.9974371454767051;0.9974371454767051;0.9974371454767051
1.0;0.9916408178791319;0.9916408178791319;0.9916408178791319
3.0;0.9730764928174637;0.9730764928174637;0.9730764928174637
2.0;0.9747604455918991;0.9747604455918991;0.9747576962979674
2.4;0.9788500232968871;0.9788500232968871;0.9795994768073919
3.4;0.9593266553145978;0.9554069526187821;0.9864047778915623
3.0;0.9980541068205419;0.9980541068205419;0.9977131905451805
2.0;0.9862794369158767;0.9866278712714994;0.9866278712714996
3.2;0.9900212429204068;0.9900212429204068;0.9954804962791328
2.0;0.9675396588330176;0.9675396588330176;0.9675771058304192
3.0;0.9838717457630494;0.9838717457630494;0.9900682323668949
1.2;0.9912261802369692;0.9912261802369692;0.9932412480603541
3.4;0.986423865194177;0.986423865194177;0.9881911707484705
1.8;0.9860953815862995;0.9860953815862995;0.9496475210874147
3.6;0.9965759506307661;0.9965759506307661;0.9966426328455988
2.0;0.9810500226094172;0.9810500226094172;0.9814410359960027
2.4;0.986447129822719;0.985913169229542;0.9864904553486492
3.4;0.9889079094526476;0.9889079094526476;0.9889079094526476
3.0;0.9958849782569524;0.9958849782569524;0.992530569529705
4.0;0.9946690365341259;0.9946690365341259;0.9943607454128222
4.0;0.9927253808937995;0.9927253808937995;0.9927253808937995
3.4;0.9658345922687679;0.9658345922687679;0.9660487080315207
3.4;0.9534816116247256;0.9534816116247256;0.9534816116247256
3.0;0.9801382986329933;0.9801382986329933;0.9648662607166832
2.0;0.9903583414888798;0.9903583414888798;0.9903583414888798
3.8;0.9979469094990929;0.9979469094990929;0.9980097467217749
3.4;0.9980625562300696;0.9980625562300696;0.9976942772898786
2.0;0.993526303221974;0.993526303221974;0.9947111673143277
4.0;0.9965089446028192;0.9965089446028192;0.9966703841066809
3.2;0.9836281856514298;0.9836281856514298;0.9836281856514301
2.2;0.9644586314873537;0.9644586314873537;0.9697666701392437
3.0;0.9908690153173197;0.9908690153173199;0.9908855072794281
2.0;0.96806428626482;0.96806428626482;0.9915764246804424
0.6;0.9846557902746056;0.9846557902746056;0.9823744351511581
3.2;0.9879607927649218;0.9879607927649218;0.9879016808642767
3.6;0.9964504629768303;0.9964504629768303;0.9964504629768303
1.0;0.9924844534171139;0.9924844534171139;0.992835137460026
1.8;0.854475930975896;0.854475930975896;0.8762197816067022
2.8;0.9922973663054835;0.9922202666489218;0.9922101507473509
2.8;0.9962296349245293;0.9961869623446891;0.9964061868192071
1.8;0.9934039908280033;0.9934016585246578;0.9941554319087816
1.8;0.9797313268804126;0.9799816339117783;0.9821029175362609
2.6;0.9379051778698927;0.9379051778698927;0.9381956124404983
1.4;0.9844138711159475;0.9844138711159475;0.9846441315889244
3.0;0.9983169310343958;0.9983169310343958;0.9983169310343958
0.6;0.9873758771844133;0.9877460764514943;0.9886573623003775
1.8;0.9730974746614887;0.9730974746614887;0.9746709905000881
3.0;0.9957146870134332;0.9957146870134332;0.9960090921461788
3.0;0.9937600232131045;0.9937600232131045;0.9937311602231957
3.8;0.99874388254101;0.99874388254101;0.9930905418028971
2.4;0.9640237498570811;0.9640237498570811;0.9640308560848905
3.6;0.9762565213895241;0.9762565213895241;0.9924872530046541
2.8;0.9822104292888622;0.9822104292888622;0.9943838825823447
3.6;0.9978508166171246;0.9978508166171246;0.9978508166171246
3.0;0.9930027974995775;0.9930027974995775;0.9932950209161111
0.0;0.9875577041071629;0.9875577041071629;0.983875146768568
0.0;0.9917998958945831;0.9917998958945831;0.9916485772001757
0.2;0.9389849497422044;0.9389849497422044;0.9419811061488629
0.0;0.978192058220535;0.978192058220535;0.9779674490337302
0.2;0.9862771260766726;0.9862771260766726;0.9862771260766728
0.2;0.9912448240944464;0.9912448240944464;0.9794522878245716
1.8;0.9602404719890659;0.9602404719890659;0.9602707440985622
1.4;0.9655214143745202;0.9655214143745202;0.9618394119380043
1.8;0.9848783331348079;0.9848783331348079;0.9845607216792683
2.0;0.9929133143248461;0.9929133143248461;0.986862100291258
0.0;0.9811487715982268;0.9811487715982268;0.981281824990983
0.8;0.9509481242616903;0.9509481242616903;0.9509490697746538
2.2;0.9707821107550999;0.9707821107550999;0.9707821107551003
1.4;0.9764911503076492;0.9764911503076492;0.989378153011159
1.8;0.9891691993622559;0.9891691993622559;0.9891993814994801
3.0;0.9982541262336545;0.9982541262336545;0.9900394680999628
1.2;0.9955050673695333;0.9955050673695333;0.8976524384841085
0.2;0.9778488236135817;0.9778488236135817;0.9777680943531524
0.2;0.9849965438409187;0.983654666201955;0.9880879122475889
0.6;0.9937842474752578;0.9937842474752578;0.9937989806747608
0.2;0.9751506526550883;0.9751506526550883;0.9867358066968261
0.2;0.986659779641005;0.986659779641005;0.9866490281681277
0.0;0.985830289561534;0.985830289561534;0.9883826238916283
0.2;0.9875326283133437;0.9875326283133437;0.9896202457327802
0.2;0.9888773453965957;0.9888773453965957;0.8859748478245502
2.0;0.973071103885649;0.973071103885649;0.973071103885649
2.8;0.9725247635684843;0.9725247635684843;0.9725247635684846
2.0;0.9705441778128845;0.9705441778128845;0.9691426969634853
4.0;0.9956778446286437;0.9956778446286437;0.9958452998651748
3.0;0.9897132083571666;0.9897132083571666;0.9894291507621071
3.2;0.9657144673785728;0.9657144673785728;0.9657144673785728
1.6;0.9735976538816526;0.9735976538816526;0.9758932858174426
2.4;0.9993532152574014;0.9993494778990311;0.9996078116902137
3.2;0.9890017763861807;0.9890017763861807;0.9890017763861807
1.8;0.9809722906258315;0.9809722906258315;0.9434752631905498
