Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
2.6666666666666665;0.9478103226209619;0.8937602284370395
1.3333333333333333;0.8832455151672165;0.8979962293229801
4.0;0.9518424654030192;0.9597958784709837
2.6666666666666665;0.8951184254300775;0.9357918302807827
2.6666666666666665;0.9289741331389351;0.95518535842981
1.6666666666666667;0.8708301196553476;0.8671528270160752
2.3333333333333335;0.9089259545100793;0.8940436311501568
1.0;0.8891973337014637;0.8560678267316097
1.6666666666666667;0.9435594865421387;0.9504285187581253
3.0;0.8838490524747972;0.8799651397029539
1.6666666666666667;0.897688649478311;0.9141726619216135
1.3333333333333333;0.887190903304185;0.8881484795488088
1.3333333333333333;0.8960716747883217;0.9036307927100674
1.0;0.7892310793070622;0.8070973008355424
1.6666666666666667;0.7787397618369736;0.7989587818347659
2.3333333333333335;0.856704984182885;0.8660229758853254
3.0;0.9341430845014816;0.9580950988084366
2.3333333333333335;0.8992192006827918;0.906357478441387
3.0;0.9307677667278083;0.9313084834312868
1.6666666666666667;0.928847632229835;0.932360584791603
3.0;0.9149120840930395;0.9283169363546866
2.6666666666666665;0.8817820979200928;0.8985426233187724
1.6666666666666667;0.8834605547811223;0.9005135850313597
3.0;0.9171682696173131;0.9267202818608437
2.6666666666666665;0.9159727997615188;0.9294349193865292
2.6666666666666665;0.9501674587683944;0.9415186922574587
2.0;0.8747368113691434;0.8873398497457543
2.0;0.8396052836628993;0.8641671113460226
2.6666666666666665;0.9784858999036607;0.9721569635100914
1.0;0.908638189254282;0.9158415265860261
3.0;0.9476462079045606;0.924192075197209
3.0;0.9075460619702264;0.9168347949935092
1.0;0.9141689771193134;0.9171491551407424
2.0;0.9226315280496209;0.8996228616455207
2.0;0.9574052014216053;0.9449741041160682
0.0;0.8127842359801564;0.8506111445717079
1.3333333333333333;0.882673192505294;0.8238095745760812
2.3333333333333335;0.9049557259913596;0.9268565682258822
0.3333333333333333;0.9172754475132586;0.9054746075997898
1.0;0.8964999414159082;0.9118458952722711
3.0;0.94561121125462;0.9613572163213062
2.0;0.9266319452920718;0.8989265409264084
