Human;Sent2vec_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.9440663962869142;0.9440663962869142;0.9509705613951223
2.5;0.8499652919309026;0.8499652919309026;0.8267539115098456
3.45;0.805536528596124;0.805536528596124;0.8119276318708842
4.0;0.9610391836792337;0.9610391836792337;0.9632065315356892
3.0;0.5447641979088302;0.5447641979088302;0.5757870344821654
2.0;0.6515263256897698;0.6515263256897698;0.6552645221828359
2.5;0.854411474759458;0.854411474759458;0.861116662792344
3.0;0.800135642418545;0.800135642418545;0.7857021529432374
0.0;0.30559517440320144;0.30559517440320144;0.3601053149464766
2.5;0.6708616279323315;0.6708616279323315;0.7116103333027419
3.0;0.9023893973878088;0.9023893973878088;0.9203415644777324
0.5;0.3751326848110024;0.3751326848110024;0.4670332916142434
3.0;0.7538610406757993;0.7538610406757993;0.7491136430268516
4.1;0.9039048784062119;0.9039048784062119;0.9121385441273134
3.5;0.8879321621609314;0.8879321621609314;0.8135383827499875
4.0;0.9690928656360823;0.9690928656360823;0.9652062137762676
2.5;0.7166739952477625;0.7166739952477625;0.723747382708242
4.0;0.9632165535965581;0.9632165535965581;0.9580988599505242
4.0;0.9255875100841627;0.9255875100841627;0.925473808906506
4.1;0.8608462314754143;0.8608462314754143;0.8030887611806754
4.0;0.899118608533704;0.899118608533704;0.8901071154670085
3.0;0.9121701425533144;0.9121701425533144;0.903392480657619
4.0;0.9098014612900245;0.9098014612900245;0.8951921021143049
3.0;0.8399957239142332;0.8399957239142332;0.8493403118559184
4.5;0.9832434633324872;0.9832434633324872;0.9746682260148406
3.5;0.9107495935517704;0.9107495935517704;0.9028421181355674
3.5;0.40721753573134817;0.40721753573134817;0.5338960545348952
3.0;0.9229961531892565;0.9229961531892565;0.9148094591518228
3.5;0.9736063044128597;0.9736063044128597;0.9693161044696645
4.0;0.9928580533811907;0.9928580533811907;0.9918521313075399
4.0;0.9800082660294233;0.9800082660294233;0.9801641227954034
4.0;0.9472012067134243;0.9472012067134243;0.9422186409237036
3.0;0.8548797141331808;0.8548797141331808;0.8697456719154726
2.5;0.8684560143017742;0.8684560143017742;0.8741678671075696
2.5;0.5263520686383004;0.519586074991165;0.6517297260180857
3.0;0.8461892765920859;0.8461892765920859;0.8497064581094939
0.0;0.22402870985319004;0.22402870985319004;0.257042509423525
4.25;0.8769423589805808;0.8769423589805808;0.8365208971145544
3.0;0.7035226317136293;0.7035226317136293;0.7381138382712342
3.0;0.7744369781897474;0.7744369781897474;0.767322111353931
4.0;0.8359046730919866;0.8359046730919866;0.7994664019099715
0.0;0.40408023952048155;0.40408023952048155;0.4328594318430134
3.5;0.8404591187158498;0.8404591187158498;0.8215264083200425
1.0;0.45080066870819774;0.4514846854197829;0.4797068386913042
0.0;0.2653245592795728;0.2653245592795728;0.3524183796810935
1.5;0.6294696004625775;0.6294696004625775;0.7029024855334151
3.6;0.6908975411942282;0.6908975411942282;0.7442488480476954
3.0;0.895509627357729;0.895509627357729;0.8985787157846038
3.0;0.8807409665596344;0.8807409665596344;0.8890552418886418
5.0;0.9524118705260286;0.9524118705260286;0.9064116635985602
3.5;0.6336731033465888;0.6336731033465888;0.6063460224475776
0.0;0.2676915813081253;0.2676915813081253;0.34992654482210755
4.0;0.8106670307441675;0.8106670307441675;0.8147903790603332
4.5;0.9631285427718264;0.9631285427718264;0.9690641226552088
3.0;0.8649048741720899;0.8649048741720899;0.8661629435453607
3.5;0.9228688301356132;0.9228688301356132;0.8913972046830357
4.0;0.9439851381928498;0.9439851381928498;0.9462194014843034
3.0;0.9167030030650304;0.9167030030650304;0.92308505219451
3.0;0.8234021910912906;0.8234021910912906;0.8054073306749936
3.5;0.8840788551421809;0.8840788551421809;0.8766576656029342
2.5;0.5793203824635442;0.5793203824635442;0.6214263592591359
3.5;0.9081141395802362;0.9081141395802362;0.8996824470015035
