Human;bestCOM_bestWBSM_AncSPLRada_bestUBSM_AncSPLRada;worstCOM_worstWBSM_AncSPLRada_worstUBSM_AncSPLRada
2.6666666666666665;0.330188374866961;0.4532471753152794
1.3333333333333333;0.0944911182523068;0.2615859535049956
4.0;0.33333333333333337;0.34640216473288055
2.6666666666666665;0.2608745973749755;0.3311509190282146
2.6666666666666665;0.23693955110363693;0.31763693788594616
1.6666666666666667;0.09534625892455924;0.3912927904356147
2.3333333333333335;0.4003834930466158;0.4250978237506914
1.0;0.0;0.1770736112707383
1.6666666666666667;0.38229830650688107;0.432988217487843
3.0;0.40201512610368484;0.21963665166811044
1.6666666666666667;0.21652036645005707;0.30459728089986227
1.3333333333333333;0.08385797733757981;0.2540994448735806
1.3333333333333333;0.05977973567898111;0.3040460868373685
1.0;0.22360679774997896;0.14612882892990997
1.6666666666666667;0.2581988897471611;0.2458971270762001
2.3333333333333335;0.23145502494313788;0.21506093188960818
3.0;0.5520524474738834;0.39171249910413786
2.3333333333333335;0.0816496580927726;0.22369884408017587
3.0;0.25;0.2520491677907433
1.6666666666666667;0.2581988897471611;0.3668705402807886
3.0;0.34526397270962483;0.4949527623995085
2.6666666666666665;0.08058229640253803;0.19267333545583684
1.6666666666666667;0.0;0.10926432155059423
3.0;0.337099931231621;0.27770608224398585
2.6666666666666665;0.5012804118276031;0.48989794855663565
2.6666666666666665;0.45454545454545453;0.4665865583831902
2.0;0.33806170189140655;0.4635083431781386
2.0;0.08058229640253803;0.25216332126088004
2.6666666666666665;0.5911426481170337;0.5959300684943265
1.0;0.21764287503300347;0.3914406806294064
3.0;0.2897404557421588;0.3210344007338193
3.0;0.2913887578539115;0.2684060755727099
1.0;0.0;0.25141714336724086
2.0;0.04622501635210243;0.2610998186165329
2.0;0.2858309752375147;0.4292569691793888
0.0;0.0716114874039433;0.15512630699850574
1.3333333333333333;0.061313933948496574;0.15452942967425215
2.3333333333333335;0.13502846905404084;0.28745466062717334
0.3333333333333333;0.16116459280507606;0.11322770341445959
1.0;0.2705504156771112;0.37666050173407717
3.0;0.3885230192007796;0.42041835591541876
2.0;0.23198455571491816;0.3358285294701159
1.0;0.23145502494313785;0.38460469474549747
1.3333333333333333;0.06215400639168389;0.197513594482522
1.6666666666666667;0.062017367294604234;0.283494011763634
0.6666666666666666;0.10072082057293391;0.3399850699994407
1.3333333333333333;0.44558040164410506;0.5031429565674952
2.0;0.31011469432849326;0.3914717901130841
2.0;0.3131415538534874;0.3692317247761605
0.6666666666666666;0.0;0.1789928948482306
3.0;0.4490715854596012;0.478444050609782
3.0;0.28251525793337856;0.3328850467041028
1.3333333333333333;0.19332380015432676;0.3396600177668464
2.0;0.4000562367853674;0.4639495719395723
2.0;0.26230175610844697;0.3093137945078951
1.0;0.10482848367219183;0.12038585308576923
1.6666666666666667;0.1727938054033648;0.2546034786514038
2.0;0.19363918615565412;0.3143422632661468
0.3333333333333333;0.02918231329049255;0.26998262757312563
2.3333333333333335;0.30140193590437087;0.45224876384172996
2.0;0.15075567228888181;0.24209584986554028
1.3333333333333333;0.2191785018798023;0.3317108203340658
2.6666666666666665;0.7925939239012171;0.7794483811826485
1.0;0.12499999999999997;0.23045520461139762
0.3333333333333333;0.10271654905739752;0.24791100868671329
1.3333333333333333;0.4002402803701155;0.42935775965879097
1.3333333333333333;0.2496691599181134;0.3206618752154283
2.3333333333333335;0.11226776749743553;0.213527250475101
3.0;0.4449008050701531;0.4188013345993205
3.0;0.19481634344767385;0.2675114974622966
3.0;0.3426241444320965;0.36454275824819166
1.3333333333333333;0.3161959303380707;0.3946590094617032
3.0;0.24614528700886512;0.390100747364632
1.3333333333333333;0.06299407883487121;0.1977496159361374
4.0;0.2760262237369417;0.2729947884474875
2.6666666666666665;0.2928596987439076;0.4353842835635412
0.3333333333333333;0.0;0.10879853497231115
0.0;0.0;0.11328427570629648
0.0;0.0;0.1946978894863169
0.0;0.0;0.1992231149994693
