Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9657848168202988;0.955485932456258;0.955485932456258;0.9606999681900108;0.9103691226747431;0.9087032854287657;0.8983178786586126;0.9092003594058898
1.3333333333333333;0.9434197674033149;0.9427168733609546;0.9427168733609546;0.9434197674033149;0.9115635380133228;0.8591863168287708;0.8854964115311112;0.8565864129224694
4.0;0.9687144313492457;0.9704049129086684;0.9704049129086684;0.9704049129086684;0.9301200287638003;0.9222538316669052;0.9222538316669052;0.9222538316669052
2.6666666666666665;0.9552713282791446;0.9551731253691089;0.9551731253691089;0.9551731253691089;0.9106662485503945;0.8949641176125801;0.8887952826990013;0.8949641176125801
2.6666666666666665;0.9548136488865818;0.9534976992075599;0.9534976992075599;0.9534976992075599;0.9057865554693574;0.898937767118894;0.889784404694409;0.898937767118894
1.6666666666666667;0.9159388895846726;0.9179681977501446;0.9179681977501446;0.9188267055952724;0.9193017162610686;0.886895061903984;0.9062871528399126;0.8807173325765976
2.3333333333333335;0.9578940962328976;0.9578940962328976;0.9578940962328976;0.9578940962328976;0.9041882787288875;0.8903484162184694;0.8903484162184694;0.8903484162184694
1.0;0.92297343894088;0.9196032874310659;0.9196032874310659;0.9196032874310659;0.8776734217412102;0.8799043472387044;0.8679026101339496;0.8799043472387044
1.6666666666666667;0.9529142587654644;0.9509898657290896;0.9509898657290896;0.9509898657290896;0.8974411638007174;0.9142671158860142;0.8930342802568884;0.9142671158860142
3.0;0.9608789366003122;0.9596187626611642;0.9596187626611642;0.9596187626611642;0.8770753996886541;0.8743013018901332;0.8592890171983678;0.8743013018901332
