Human;LiBlock - Original;LiBlock - CTakes;LiBlock - Metamap;LiBlock - MetamapLite
3.5;0.9055469387673988;0.8432335227271913;0.836297816276668;0.8913460451596601
2.5;0.6276137544134723;0.6477486002630224;0.5858745854540466;0.6276137544134723
3.45;0.640256300457617;0.6060387696211202;0.5308185035253346;0.640256300457617
4.0;0.8357261827667766;0.8427820884163648;0.8516066188583569;0.8312801587325434
3.0;0.2565587028960544;0.2565587028960544;0.181980288229819;0.22982848367219183
2.0;0.38114916731037085;0.3600163898355886;0.3945196678027063;0.38749999999999996
2.5;0.5920786519367064;0.5864306181002323;0.5882808349755815;0.5715827713273198
3.0;0.5765205676627783;0.5598194368512407;0.44063386580128217;0.5462962985038757
0.0;0.0;0.0;0.0;0.0
2.5;0.4764608712150541;0.501618362251021;0.5327230493980508;0.48935467771845903
3.0;0.8576295979894197;0.8785714328289032;0.8660714328289031;0.8576295979894197
0.5;0.056613851707229795;0.056613851707229795;0.0;0.062017367294604234
3.0;0.5202812388086677;0.47677868380553634;0.46320071635561044;0.45788046015507494
4.1;0.8150945271558543;0.8150945271558543;0.8150945271558543;0.7676957490536946
3.5;0.8264014386716854;0.8264014386716854;0.7913119020229277;0.8264014386716854
4.0;0.8982655986143149;0.8930345846670075;0.8900230203195347;0.8900230203195347
2.5;0.531151749202898;0.5405544760064112;0.4694329511610489;0.5405544760064112
4.0;0.8873031437544676;0.8873031437544676;0.8873031437544676;0.8953533685270096
4.0;0.7223311375655364;0.7223311375655364;0.7207842444343731;0.6762946930095872
4.1;0.7658525675079225;0.7658525675079225;0.7658525675079225;0.7327156233888963
4.0;0.8444444504049089;0.871404526751496;0.7857583808656943;0.7888888948493533
3.0;0.7234080164470048;0.7234080164470048;0.7305211893631308;0.7271236106723609
4.0;0.7916747318607846;0.7916747318607846;0.829058171120981;0.7651483776305752
3.0;0.7623374237464089;0.7722642841106352;0.7498847817344829;0.7498847817344829
4.5;0.8934897620511466;0.8794089327187333;0.8654223094231117;0.8690859309810417
3.5;0.7809000036181017;0.7809000036181017;0.7693129107945856;0.7809000036181017
3.5;0.24674649668479884;0.24674649668479884;0.2316076282708562;0.2537298152991726
3.0;0.776245964378918;0.776245964378918;0.7840271680584243;0.7546386540023002
3.5;0.8756592057716679;0.8756592057716679;0.8877799668801691;0.8735377265470429
4.0;0.9640206227492701;0.9370415443607854;0.9663564608693849;0.9543772700796571
4.0;0.9421917712751176;0.9421917712751176;0.9421917712751176;0.9406519407762466
4.0;0.9285673660317406;0.9285673660317406;0.7789412517586499;0.9285673660317406
3.0;0.5259259204069773;0.5098994596541122;0.4022786421271495;0.47409371595214056
2.5;0.7035530271715817;0.6943695023745375;0.7166891134111438;0.7222912373279171
2.5;0.3232993126092665;0.3232993126092665;0.33213258958849534;0.28909944129730186
3.0;0.6833333273728688;0.6833333273728688;0.7388888829284244;0.6833333273728688
0.0;0.0;0.0;0.0;0.0
4.25;0.7179867839013225;0.7179867839013225;0.7179867839013225;0.746392337738568
3.0;0.5568559438489734;0.580480548321595;0.5462155371198341;0.5719519937305305
3.0;0.6354102085458975;0.6354102085458975;0.6557562486898716;0.6451342569022456
4.0;0.6995893287760118;0.6995893287760118;0.5978260934352875;0.6995893287760118
0.0;0.0;0.0;0.0;0.0
3.5;0.6699968558749643;0.6877758204760597;0.6877758204760597;0.6499937348326779
1.0;0.23043478131294248;0.2482859115107004;0.2885486643213615;0.2415458924240536
0.0;0.09115137996581965;0.09373014126650064;0.09903380605909559;0.08695650100708008
1.5;0.49999999999999994;0.49999999999999994;0.4883656473113981;0.4722222222222222
3.6;0.5843513900373634;0.5843513900373634;0.5843513900373634;0.5655279652874646
3.0;0.6794871596189647;0.6528381386764652;0.5647883384082563;0.7083333134651184
3.0;0.6986826552088508;0.6986826552088508;0.6918149119688898;0.6453824761199483
5.0;0.8944444477558136;0.8944444477558136;0.8730158763272421;0.8730158763272421
3.5;0.5587660278265341;0.5587660278265341;0.5587660278265341;0.5505050288306342
0.0;0.048112522432468816;0.048112522432468816;0.0;0.04622501635210243
4.0;0.6684055486415363;0.6684055486415363;0.6806506593266278;0.6797160478212871
4.5;0.9312767329124385;0.9259499590806739;0.922252611636385;0.9288870873148992
3.0;0.6635405999621835;0.6635405999621835;0.6204631044788508;0.5867531113556888
3.5;0.8169215826662097;0.8169215826662097;0.8169215826662097;0.8169215826662097
4.0;0.8619038733333757;0.8572298600271533;0.845843235593208;0.8619038733333757
3.0;0.8765359675209354;0.8718623469604909;0.8663460391991956;0.8765359675209354
3.0;0.5844696233672253;0.5528152929778678;0.5890952438820102;0.5805330185811366
3.5;0.8334017324973702;0.8334017324973702;0.8126565740102228;0.8334017324973702
2.5;0.19098055853282467;0.13232583749052299;0.1382935403187374;0.16308752452815364
3.5;0.7408942742058271;0.7408942742058271;0.7408942742058271;0.7058669372639368
3.5;0.21922372023748524;0.21922372023748524;0.21706654265283676;0.21922372023748524
3.0;0.6360912423091989;0.6655652785908863;0.6441661741131447;0.5919531332488639
4.5;0.7179867839013225;0.7179867839013225;0.6244041075702307;0.6458180002526193
2.5;0.36439237307184125;0.37080042374139954;0.37793432237496993;0.35516199855717
3.5;0.5277444534234071;0.4748420008191403;0.5119811959766144;0.5277444534234071
3.0;0.7390892678489862;0.7122285963168042;0.7457040231349887;0.7390892678489862
2.5;0.6095442628930023;0.6056509849889644;0.6223898934004561;0.6300536744149778
4.0;0.6548748267671238;0.6548748267671238;0.48446898464905386;0.6431024859773855
3.5;0.8083413826328794;0.8083413826328794;0.8457248218930757;0.8257575658234684
3.5;0.49039012493692996;0.49039012493692996;0.46783533130716526;0.49039012493692996
3.0;0.6728043862567716;0.6622015523905305;0.6888292096811741;0.6622015523905305
2.5;0.813384849922022;0.7939216243978751;0.7976536683449053;0.7877915506752935
4.0;0.7623374237464089;0.7623374237464089;0.7623374237464089;0.7327156233888963
3.5;0.3139822365046136;0.3139822365046136;0.2540994448735806;0.3139822365046136
2.5;0.5426664013355755;0.5426664013355755;0.5151342194875865;0.5151342194875865
2.5;0.7148884815177408;0.7047574449241054;0.7134538275971263;0.7148884815177408
5.0;0.888888892200258;0.888888892200258;0.9444444477558136;0.9444444477558136
4.25;0.7115097382339728;0.7115097382339728;0.730905628442882;0.6931480641535407
2.5;0.4900000095367432;0.47836565684814125;0.4622222317589654;0.44833334287007653
2.95;0.6666666467984518;0.6670452197010757;0.6495610794819564;0.6666666467984518
3.0;0.7979181675077518;0.818977631949745;0.7612490978926213;0.7946768757423253
3.45;0.833333323399226;0.8166666567325591;0.805555545621448;0.833333323399226
2.5;0.6909917961026006;0.6603123969532226;0.6912194180483369;0.6715569384190726
0.5;0.19785175404076788;0.20907504100570795;0.22212271524215663;0.19589217034330397
4.5;0.4041241333110026;0.4041241333110026;0.4041241333110026;0.4041241333110026
2.0;0.38292626885280007;0.38292626885280007;0.35413959679991913;0.38292626885280007
2.0;0.3240315458662435;0.23922095796135784;0.28307385892670933;0.2315792329331985
3.5;0.9538212500726659;0.9538212500726659;0.9342246681256314;0.9538212500726659
3.5;0.7646568308098591;0.7646568308098591;0.7726432037101648;0.7199385760406918
4.0;0.8535353508260515;0.8535353508260515;0.7979797952704959;0.7979797952704959
3.5;0.7601573281839404;0.762513303047024;0.7469811712665722;0.6987622678751705
4.0;0.8250000059604644;0.8250000059604644;0.8210526375394118;0.8250000059604644
2.5;0.14588860135812026;0.15229885776837668;0.1890616397888587;0.15600435241289226
3.0;0.6341634013275708;0.6341634013275708;0.6011727090612817;0.6341634013275708
3.0;0.3783854288927333;0.36253501050350123;0.3955125735844609;0.38361613513818404
3.0;0.4041241333110025;0.4182178783150634;0.38463722454807014;0.42792114099834694
1.0;0.21067239911679325;0.23125130144758968;0.21706654265283676;0.23125130144758968
2.0;0.6636363755572926;0.6636363755572926;0.6500000119209288;0.6636363755572926
2.0;0.11774909100448808;0.11774909100448808;0.1706269247805986;0.11774909100448808
4.5;0.8893280787901445;0.8893280787901445;0.8893280787901445;0.8438735333355991
4.0;NaN;NaN;NaN;NaN
3.0;0.9343738420002308;0.9343738420002308;0.9231021332411267;0.9343738420002308
3.0;0.8549728655401241;0.8368197232927663;0.8511485601931614;0.7857886869847833
4.15;0.75;0.75;0.7352883460614461;0.7563850356982369
2.5;0.4917468892076141;0.4883656473113981;0.3886750490563073;0.4692645048267573
3.5;0.6006689090724064;0.6006689090724064;0.5700308743545899;0.6006689090724064
4.0;0.23549818200897615;0.23549818200897615;0.22945045068620773;0.23549818200897615
5.0;0.9473195316699916;0.9473195316699916;0.941992757838227;0.9473195316699916
4.8;0.8832860471094499;0.879982940634229;0.9033101030758449;0.8832860471094499
0.0;0.0;0.0;0.0;0.0
4.6;0.888888892200258;0.888888892200258;0.8819444477558135;0.888888892200258
3.0;0.5841268287174657;0.5841268287174657;0.5454545021057129;0.5841268287174657
2.7;0.4106752309791672;0.39738549656700173;0.425924016607837;0.41541009729290335
3.6;0.8744509235442111;0.8536251730778638;0.8614336630346477;0.8585271338621776
3.75;0.7901663615475603;0.7995526344026906;0.7995526344026906;0.714052956122779
3.65;0.5743894032792001;0.5743894032792001;0.5838566656843591;0.5581888991409203
0.0;0.1801529219342085;0.1461171994160893;0.11519054078714577;0.10899756288631512
3.0;0.375;0.375;0.4232022603955158;0.375
4.75;0.8255186583532681;0.803030292193095;0.7981283314087811;0.7547846781580071
3.6;0.8912415275373948;0.8912415275373948;0.8886673058383323;0.8474225790577923
3.5;0.766607968269879;0.758358877189689;0.7811449227327416;0.7626343713746784
2.75;0.40011002821200886;0.40675151344053584;0.38963319209918373;0.3721614121876474
5.0;0.863842867579887;0.8094225290959334;0.742817599617217;0.8181993211211231
4.0;0.4833333194255829;0.4833333194255829;0.49277058025696835;0.4833333194255829
3.0;0.78621350183783;0.78621350183783;0.7244802927170879;0.78621350183783
3.5;0.6678301174679547;0.6678301174679547;0.6535896210752927;0.6528381386764652
3.35;0.5743894032792001;0.5743894032792001;0.5743894032792001;0.5581888991409203
3.2;0.7540536416704902;0.7007534625815877;0.7722642841106352;0.7163625846731405
3.6;0.6699968558749643;0.6699968558749643;0.6685622019543498;0.6384998164575286
3.75;0.8562091555860307;0.8562091555860307;0.8126565740102228;0.8562091555860307
4.0;0.8671689244236598;0.8671689244236598;0.8378203845127179;0.8671689244236598
3.75;0.7653373130258545;0.7653373130258545;0.7653373130258545;0.6898898886320846
3.5;0.7256486532595072;0.7256486532595072;0.7256486532595072;0.7083921194979979
3.5;0.8224007105295104;0.8224007105295104;0.8007224610606523;0.8195786214157821
4.25;0.8633997095682395;0.8752012329633339;0.8550420210641974;0.8316014007968124
0.0;0.11531698271090608;0.11531698271090608;0.1185496310790576;0.1111111044883728
3.5;0.7666747259003202;0.7231553119113957;0.7666747259003202;0.7386363636363636
2.75;0.38116869697204325;0.38116869697204325;0.4080732490675471;0.38116869697204325
5.0;0.7916747318607846;0.7916747318607846;0.7608439242039806;0.7916747318607846
3.75;0.833333323399226;0.833333323399226;0.8257575658234684;0.833333323399226
3.45;0.7561287629362357;0.7811623061598805;0.7920074093867897;0.7706907725437238
3.0;0.8272852437196946;0.8231178275279303;0.8087969862707727;0.8231178275279303
2.25;0.33437175504504346;0.29265481440230157;0.3247805397409782;0.33437175504504346
3.25;0.5551796473431198;0.5627256767171983;0.5627256767171983;0.5662172409553271
4.2;0.7832482904638631;0.7771998332699219;0.7832482904638629;0.795084025208403
4.25;0.8245599373014587;0.8214960749007445;0.8123595619920415;0.8214960749007445
4.4;0.9049386419632404;0.9112387881231155;0.9097687828211284;0.886622440646611
2.5;0.39738549656700173;0.373421981983895;0.3485221195255722;0.3622214092098336
1.75;0.45759707948136547;0.4900000095367431;0.4636068072867221;0.47836565684814125
3.5;0.8160251531293863;0.8082482964243274;0.8160251531293863;0.8160251531293863
3.5;0.7408942742058271;0.7408942742058271;0.7408942742058271;0.7224229113828953
5.0;0.9761904776096343;0.9761904776096343;0.9761904776096344;0.9761904776096343
3.95;0.830904764292332;0.8083409225142342;0.8040754408292374;0.8255055287445394
3.5;0.6823228974381238;0.6823228974381238;0.6823228974381238;0.6365012280301003
3.25;0.27777777115503943;0.2289622346861307;0.23611110448837277;0.28788779978500967
4.5;0.5685312402078373;0.5585010543775606;0.5278824325927708;0.5262735274714114
0.0;0.3260891003882799;0.33380856244672974;0.36858905147538235;0.33380856244672974
3.1;0.7933194700425124;0.7826162400012907;0.7933194700425124;0.7933194700425124
3.5;0.7896690587508834;0.7896690587508834;0.7726432037101648;0.7683230225461326
4.25;0.8961123023383848;0.8961123023383848;0.8989697302691795;0.8676470617453258
2.75;0.19146313442640003;0.19146313442640003;0.20704148843645187;0.19146313442640003
3.5;0.38292626885280007;0.35818127743540906;0.3083273093206827;0.38292626885280007
4.5;0.844497615156266;0.8410355710569393;0.809039457219026;0.8274955502681036
3.5;0.7582482845033987;0.7582482845033987;0.7304429491658766;0.661271502779269
2.9;0.38491526673948934;0.3913086226131848;0.43917500676948606;0.3724734010905948
3.0;0.6417569272279311;0.6196931573409777;0.5976903099506878;0.6549694697904958
3.0;0.7221336233717301;0.6649982135254007;0.6691775403646043;0.6481481658087836
3.0;0.49635609163518823;0.49635609163518823;0.46963453002794675;0.4640812304167931
4.0;0.4307920524594001;0.4307920524594001;0.43789249926326934;0.4307920524594001
0.0;0.0;0.0;0.0;0.0
3.75;0.7574632501705243;0.7174312117192525;0.7488175915581265;0.7574632501705243
3.0;0.9348191600255746;0.9348191600255746;0.9348191600255746;0.9053563774761351
2.5;0.5773809722491673;0.5881664131993221;0.4709509779350406;0.5881664131993221
3.5;0.8230248312461532;0.8230248312461532;0.8437269705766066;0.7956144481441378
4.0;0.8020151320641493;0.8020151320641493;0.7731012595827826;0.8020151320641493
4.5;0.6666666467984517;0.6666666467984517;0.6666666467984517;0.6666666467984517
3.5;0.790475942079844;0.790475942079844;0.809090906381607;0.790475942079844
2.5;0.6161525953605869;0.6161525953605869;0.627922927594142;0.6161525953605869
3.75;0.7753693568799245;0.7753693568799245;0.7753693568799245;0.7970625487947967
3.5;0.607695876168485;0.607695876168485;0.607695876168485;0.5635575404163001
3.0;0.7333841105599959;0.7256191516836198;0.7675192542280798;0.7333841105599959
3.9;0.6055153432178029;0.6055153432178029;0.6055153432178029;0.6055153432178029
3.25;0.5883423821348314;0.5883423821348314;0.5807963527607528;0.5805131018392011
3.75;0.917455488175918;0.917455488175918;0.917455488175918;0.8853656567173069
3.4;0.2870022473700726;0.32427004699506917;0.3286235667192051;0.2870022473700726
4.75;0.8364448316082214;0.8035782353600562;0.8382579788360345;0.8332153508115745
3.5;0.7553194146278325;0.7553194146278325;0.7553194146278325;0.7313483225498991
3.75;0.11253584047400537;0.11253584047400537;0.16215591042199162;0.1111111044883728
3.25;0.5440167488847093;0.5531126003878679;0.5531126003878679;0.49743588154132556
0.5;0.12966074152789486;0.12966074152789486;0.13121638512981398;0.12966074152789486
0.5;0.5111164839335467;0.4883656473113981;0.4608185106778919;0.47821773229381925
3.75;0.7762901173931638;0.7762901173931638;0.7609242959960345;0.7327707034042393
3.25;0.7916747318607846;0.7916747318607846;0.829058171120981;0.7651483776305752
2.5;0.48574534732411057;0.4999999867545234;0.4226681404110639;0.4999999867545234
4.95;0.8931159575780234;0.8931159575780234;0.8963210857831516;0.8931159575780234
0.0;0.0;0.0;0.04003203845127179;0.0
3.4;0.779900099013891;0.7520995991224272;0.7327707034042393;0.6990294642541098
3.0;0.7408679740248214;0.72422759363141;0.7304429491658766;0.7127381190945413
3.5;0.4643189002627696;0.5032438474708458;0.5530984026244649;0.5502740422256596
4.25;0.7676132484420184;0.7676132484420184;0.7564527156089382;0.7676132484420184
3.0;0.9411764723413131;0.937254903713862;0.9428104592694178;0.9411764723413131
3.9;0.7749652618839181;0.7749652618839181;0.7831347272858817;0.7566589659787051
3.25;0.47348166279154863;0.47348166279154863;0.48872310442125866;0.4605878562881437
3.0;0.2989038215408197;0.3093127420570139;0.3496038902582829;0.31539655125335603
3.5;0.7855072543614803;0.7768476617692117;0.7855072543614803;0.7855072543614803
3.25;0.6868867040583921;0.6868867040583921;0.6984816851352291;0.6984816851352291
4.45;NaN;NaN;NaN;NaN
1.5;0.240738542790551;0.240738542790551;0.23716991274465762;0.24674649668479884
3.0;0.5991915636023617;0.6178614960341731;0.5562006058097768;0.5708696480528284
3.25;0.7032671696779522;0.6861449864074907;0.6950354774792991;0.7142141381012819
3.9;0.9147688078550793;0.9147688078550793;0.935064637890237;0.8873915084279573
2.9;0.5453643258464822;0.5414033453004483;0.5573786205720709;0.5490647346485356
2.0;0.20720544133131502;0.2131391353704734;0.2284482717514038;0.2131391353704734
3.75;0.6095999818037927;0.6095999818037927;0.6211726935491987;0.6531003330683123
3.0;0.7619826955505842;0.7378251169657122;0.6892664405364733;0.7619826955505842
3.0;0.3921136226360452;0.38338665049536147;0.4002882756882721;0.35268359925926407
1.5;0.11858495637232881;0.13025209733418056;0.12132352590560912;0.13025209733418056
2.4;0.44293467117033264;0.44293467117033264;0.2763093054890927;0.44293467117033264
3.0;0.6562055669151372;0.6501651167006579;0.6497851102863752;0.6606005975589208
0.0;0.08802179082227743;0.08802179082227743;0.09618287817301302;0.08802179082227743
3.5;0.3725961446762085;0.3725961446762085;0.307692289352417;0.3725961446762085
3.5;0.8619038733333757;0.8572298600271533;0.845843235593208;0.8619038733333757
3.75;0.7219744385192228;0.6630488734203439;0.7809000036181017;0.7219744385192228
4.9;0.9136235233384095;0.9136235233384095;0.8990458827903091;0.9136235233384095
1.25;0.09448356569258129;0.09448356569258129;0.09448356569258129;0.0978687737441312
3.0;0.6995668238474756;0.6995668238474756;0.6662084564329598;0.6620211810320766
3.75;0.35573121363466437;0.35573121363466437;0.3102766681801189;0.2793222871554285
2.0;0.2117825382222;0.24166476590727476;0.18713413848333058;0.22958414267470023
3.0;0.6411268190906646;0.611540755502447;0.6191642887026332;0.6232087656472198
3.0;0.25839851209385334;0.25839851209385334;0.3404689164029875;0.2633039859068781
2.1;0.35760015133876144;0.4012891344225902;0.37468756796708724;0.3638837619941785
3.0;0.30514705181121826;0.30514705181121826;0.23549818200897615;0.30514705181121826
1.5;0.13348197317112975;0.13348197317112975;0.1380952341215951;0.13348197317112975
4.75;0.5717530454580648;0.5872256132621508;0.5093210664343661;0.5717530454580648
3.6;0.5045961193481691;0.47714094577053473;0.476190447807312;0.47714094577053473
3.0;0.5357142857142857;0.5357142857142857;0.48076923076923084;0.5094372608313855
3.25;0.2222222155994839;0.2222222155994839;0.2289622346861307;0.2289622346861307
3.0;0.6032569167386814;0.6032569167386814;0.6064807826202796;0.6144021362513454
1.5;0.5963025844573528;0.5963025844573528;0.5833333532015483;0.5963025844573528
0.0;0.03450327796711771;0.03450327796711771;0.0;0.03450327796711771
3.9;0.8395245424562308;0.8395245424562308;0.8128614178828497;0.8091585501529501
4.45;0.8438735333355991;0.8438735333355991;0.8847826242446899;0.8161676599429268
0.0;0.0;0.0;0.0;0.0
3.0;0.4040998521046145;0.427288918320855;0.4021529888388352;0.42650437342008174
3.6;0.3945878096518351;0.3945878096518351;0.3459509481327182;0.40571237859943793
3.5;0.7033033501630903;0.7033033501630903;0.7302616235329862;0.6896816360150175
3.45;0.9178770218247008;0.9162014858163847;0.9192095203352433;0.9154396273186147
3.0;0.5662781299807368;0.5662781299807368;0.5505581435855142;0.5010849275496384
3.0;0.6113995895855382;0.5958040010759098;0.6481553238323247;0.6113995895855382
3.5;0.8381792060647054;0.8381792060647054;0.8261486992034661;0.7992996096775942
4.2;0.9091242732699468;0.9024897975914326;0.8472615799368426;0.9061871450357215
3.25;0.47565899315182886;0.45747749298469276;0.4702059143250708;0.4705583166036318
2.0;0.37492059486832496;0.387113748172093;0.3506897271131194;0.3975198295664615
0.0;0.0;0.0;0.0;0.0
4.25;0.7064345670874366;0.7064345670874366;0.6687435100900869;0.6128418106525921
4.25;0.6670452197010757;0.6279611389595132;0.6005945553775427;0.6670452197010757
3.0;0.7420634991592832;0.7338935645187603;0.680952388048172;0.7420634991592832
1.5;0.38461537315295297;0.39246787310161957;0.37412586266344244;0.39246787310161957
4.25;0.7851941339287801;0.7851941339287801;0.6662277600563735;0.806435458627174
3.5;0.5008726030021273;0.5426847035024818;0.5844968040028363;0.5360387767736776
3.75;0.6112715206606625;0.6112715206606625;0.616227777937767;0.6198010864543446
3.75;0.8424697484082957;0.8424697484082957;0.8110915287478808;0.8424697484082957
3.75;0.7647183610842843;0.7647183610842843;0.7787891148053975;0.7337716474112785
3.5;0.744253051496118;0.744253051496118;0.6654411554336548;0.744253051496118
4.25;0.9999999999999999;1.0;0.9999999999999999;1.0
3.0;0.7098789701683796;0.7005451085568651;0.6894803284003094;0.7005451085568651
3.5;0.7287847461436825;0.7287847461436825;0.7287847461436825;0.7153996098142961
3.35;0.6905505676209985;0.6905505676209985;0.6905505676209985;0.6905505676209985
3.25;0.40136818334703334;0.4328702930076047;0.2591229913233667;0.4234327626057728
4.4;0.7609242959960345;0.7609242959960345;0.6995857856671996;0.7609242959960345
5.0;0.9999999999999999;0.9999999999999999;1.0;0.9999999999999999
4.4;0.8198828245104817;0.8198828245104817;0.8198828245104817;0.8111060324852919
0.0;0.11774909100448808;0.12181760474048033;0.13788046740981863;0.1268649076495863
3.5;0.603473347604363;0.603473347604363;0.603473347604363;0.603473347604363
3.9;0.9045454382896423;0.9045454382896423;0.9045454382896423;0.9045454382896423
5.0;0.8216370273162483;0.8216370273162483;0.7689323996467754;0.7689323996467754
0.0;0.0;0.0;0.0;0.0
3.0;0.6944624842116667;0.6944624842116667;0.7101835665563911;0.6944624842116667
3.0;0.6925530622827749;0.6918622063554078;0.7209463032123058;0.7209463032123058
4.25;0.7549407075751912;0.7549407075751912;0.8413043439388275;0.7726893796370644
0.0;0.12931531047810607;0.12931531047810607;0.12931531047810607;0.12931531047810607
3.5;0.6687435100900869;0.6556624990752705;0.6403036202225787;0.6556624990752705
3.1;0.3639705777168274;0.3639705777168274;0.35324727301346426;0.42647057771682734
3.0;0.7003380873906038;0.6719167014791219;0.7043381413889779;0.7007672699058758
3.0;0.5793564385884552;0.5770723369135085;0.5762433499801852;0.5592555539093389
3.0;0.8082992658608852;0.7766818759302467;0.7766818759302467;0.6902501154668674
