"Word.pair";"Human.jugdement";"attract.reppel.emb+fastext.emb";"attract.reppel.emb+glove.emb";"attract.reppel.emb+cbow.emb";"attract.reppel.emb+sp.500d.emb";"attract.reppel.emb+paragram.ws.emb";"attract.reppel.emb+paragram.sl.emb";"attract.reppel.emb+cf.emb";"attract.reppel.emb+wordnet.randomwalks.emb";"attract.reppel.emb+wordnet.ukb.ppv";"attract.reppel.emb+en_wordsenses_BN.txt.nasari.unified";"fastext.emb+glove.emb";"fastext.emb+cbow.emb";"fastext.emb+sp.500d.emb";"fastext.emb+paragram.ws.emb";"fastext.emb+paragram.sl.emb";"fastext.emb+cf.emb";"fastext.emb+wordnet.randomwalks.emb";"fastext.emb+wordnet.ukb.ppv";"fastext.emb+en_wordsenses_BN.txt.nasari.unified";"glove.emb+cbow.emb";"glove.emb+sp.500d.emb";"glove.emb+paragram.ws.emb";"glove.emb+paragram.sl.emb";"glove.emb+cf.emb";"glove.emb+wordnet.randomwalks.emb";"glove.emb+wordnet.ukb.ppv";"glove.emb+en_wordsenses_BN.txt.nasari.unified";"cbow.emb+sp.500d.emb";"cbow.emb+paragram.ws.emb";"cbow.emb+paragram.sl.emb";"cbow.emb+cf.emb";"cbow.emb+wordnet.randomwalks.emb";"cbow.emb+wordnet.ukb.ppv";"cbow.emb+en_wordsenses_BN.txt.nasari.unified";"sp.500d.emb+paragram.ws.emb";"sp.500d.emb+paragram.sl.emb";"sp.500d.emb+cf.emb";"sp.500d.emb+wordnet.randomwalks.emb";"sp.500d.emb+wordnet.ukb.ppv";"sp.500d.emb+en_wordsenses_BN.txt.nasari.unified";"paragram.ws.emb+paragram.sl.emb";"paragram.ws.emb+cf.emb";"paragram.ws.emb+wordnet.randomwalks.emb";"paragram.ws.emb+wordnet.ukb.ppv";"paragram.ws.emb+en_wordsenses_BN.txt.nasari.unified";"paragram.sl.emb+cf.emb";"paragram.sl.emb+wordnet.randomwalks.emb";"paragram.sl.emb+wordnet.ukb.ppv";"paragram.sl.emb+en_wordsenses_BN.txt.nasari.unified";"cf.emb+wordnet.randomwalks.emb";"cf.emb+wordnet.ukb.ppv";"cf.emb+en_wordsenses_BN.txt.nasari.unified";"wordnet.randomwalks.emb+wordnet.ukb.ppv";"wordnet.randomwalks.emb+en_wordsenses_BN.txt.nasari.unified";"wordnet.ukb.ppv+en_wordsenses_BN.txt.nasari.unified"
"1";"brag,boast";4;0.636501993885265;0.689007076611237;0.739174246958266;0.421829453042823;0.836333563490816;0.890197357957486;0.895247791143748;0.745632447221609;0.808959385273749;0.925946422251192;0.473616225994119;0.523783396341148;0.206438602425704;0.620942712873698;0.674806507340368;0.679856940526629;0.530241596604491;0.593568534656631;0.710555571634073;0.57628847906712;0.258943685151676;0.67344779559967;0.72731159006634;0.732362023252601;0.582746679330463;0.646073617382603;0.763060654360045;0.309110855498705;0.723614965946699;0.777478760413369;0.78252919359963;0.632913849677492;0.696240787729632;0.813227824707074;0.406270172031255;0.460133966497926;0.465184399684187;0.315569055762048;0.378895993814188;0.495883030791631;0.874638076945919;0.879688510132181;0.730073166210042;0.793400104262182;0.910387141239624;0.933552304598851;0.783936960676712;0.847263898728852;0.964250935706295;0.788987393862973;0.852314331915113;0.969301368892556;0.702698987992975;0.819686024970417;0.883012963022557
"2";"concoct,devise";4;0.670924840426644;0.698421542437991;0.661735273795503;0.380265920938411;0.667759513479409;0.643277668050657;0.63202734069026;0.526042677734309;0.406146126136699;0.630265920938411;0.608814540987812;0.572128272345324;0.290658919488232;0.57815251202923;0.553670666600478;0.542420339240081;0.43643567628413;0.31653912468652;0.540658919488232;0.599624974356671;0.31815562149958;0.605649214040578;0.581167368611826;0.569917041251428;0.463932378295477;0.344035826697867;0.56815562149958;0.281469352857091;0.568962945398089;0.544481099969337;0.53323077260894;0.427246109652989;0.307349558055379;0.531469352857091;0.287493592540998;0.263011747112246;0.251761419751848;0.145776756795897;0.0258802051982877;0.25;0.550505339653244;0.539255012292846;0.433270349336895;0.313373797739286;0.537493592540998;0.514773166864094;0.408788503908143;0.288891952310534;0.513011747112246;0.397538176547746;0.277641624950136;0.501761419751849;0.171656961994185;0.395776756795897;0.275880205198288
"3";"divide,split";4;0.534498282722826;0.594782758027459;0.593010160471143;0.434248114639418;0.752812223793601;0.711216019879968;0.792615639451469;0.612764766117592;0.529528792267445;0.814780701781286;0.499719637187714;0.497947039631397;0.339184993799672;0.657749102953855;0.616152899040222;0.697552518611723;0.517701645277847;0.434465671427699;0.71971758094154;0.55823151493603;0.399469469104305;0.718033578258488;0.676437374344855;0.757836993916356;0.57798612058248;0.494750146732332;0.780002056246173;0.397696871547989;0.716260980702171;0.674664776788539;0.75606439636004;0.576213523026163;0.492977549176016;0.778229458689857;0.557498934870447;0.515902730956814;0.597302350528315;0.417451477194438;0.334215503344291;0.619467412858132;0.834466840110996;0.915866459682497;0.736015586348621;0.652779612498474;0.938031522012315;0.874270255768865;0.694419382434988;0.611183408584841;0.896435318098682;0.775819002006489;0.692583028156342;0.977834937670183;0.512732154822465;0.797984064336306;0.714748090486159
"4";"build,construct";4;0.732174243029925;0.650159122040667;0.710104475696349;0.55755048597931;0.732283144749549;0.696453912900538;0.78623051005679;0.714799409395707;0.823243350065128;0.840359554189249;0.701614256692094;0.761559610347777;0.609005620630737;0.783738279400977;0.747909047551966;0.837685644708217;0.766254544047134;0.874698484716556;0.891814688840676;0.679544489358518;0.526990499641479;0.701723158411719;0.665893926562708;0.755670523718959;0.684239423057876;0.792683363727298;0.809799567851418;0.586935853297161;0.761668512067401;0.72583928021839;0.815615877374641;0.744184776713558;0.85262871738298;0.8697449215071;0.609114522350362;0.573285290501351;0.663061887657602;0.591630786996519;0.700074727665941;0.717190931790061;0.748017949271591;0.837794546427842;0.766363445766759;0.874807386436181;0.891923590560301;0.801965314578831;0.730534213917748;0.83897815458717;0.85609435871129;0.820310811073999;0.928754751743421;0.945870955867541;0.857323651082338;0.874439855206458;0.98288379587588
"5";"end,terminate";4;0.567435586914276;0.499684570827725;0.439854894445359;0.346602255997828;0.696241515969305;0.678412314247738;0.757375870828228;0.689453163263554;0.62641989395517;0.833213530157966;0.40069309742607;0.340863421043703;0.247610782596173;0.597250042567649;0.579420840846082;0.658384397426572;0.590461689861898;0.527428420553514;0.73422205675631;0.273112404957153;0.179859766509622;0.529499026481099;0.511669824759532;0.590633381340022;0.522710673775348;0.459677404466964;0.66647104066976;0.120030090127256;0.469669350098733;0.451840148377166;0.530803704957655;0.462880997392982;0.399847728084598;0.606641364287393;0.376416711651202;0.358587509929635;0.437551066510125;0.369628358945451;0.306595089637067;0.513388725839863;0.708226769901111;0.787190326481601;0.719267618916927;0.656234349608543;0.863027985811339;0.769361124760034;0.70143841719536;0.638405147886976;0.845198784089772;0.78040197377585;0.717368704467466;0.924162340670262;0.649445996902792;0.856239633105588;0.793206363797204
"6";"accentuate,highlight";4;0.556711197362342;0.534302335419179;0.5658232766113;0.373719351515979;0.538267238811253;0.501509079419587;0.495389538536366;0.477458507604129;0.330203803559959;0.565656294755681;0.459700943270158;0.491221884462279;0.299117959366958;0.463665846662232;0.426907687270566;0.420788146387346;0.402857115455108;0.255602411410938;0.491054902606661;0.468813022519116;0.276709097423795;0.441256984719069;0.404498825327403;0.398379284444183;0.380448253511946;0.233193549467775;0.468646040663498;0.308230038615916;0.47277792591119;0.436019766519524;0.429900225636304;0.411969194704067;0.264714490659896;0.500166981855619;0.280674000815869;0.243915841424203;0.237796300540983;0.219865269608746;0.0726105655645751;0.308063056760298;0.408463728719477;0.402344187836257;0.38441315690402;0.237158452859849;0.472610944055572;0.365586028444591;0.347654997512353;0.200400293468183;0.435852784663905;0.341535456629133;0.194280752584962;0.429733243780685;0.176349721652725;0.411802212848448;0.264547508804277
"7";"demonstrate,show";3.833;0.591882351896784;0.620751061119541;0.614716933132425;0.462826037883203;0.808134313136315;0.784154174130293;0.796519638275773;0.673793426871162;0.784772598507906;0.876160076718374;0.460313259579576;0.45427913159246;0.302388236343239;0.64769651159635;0.623716372590329;0.636081836735808;0.513355625331197;0.624334796967941;0.715722275178409;0.483147840815217;0.331256945565996;0.676565220819108;0.652585081813086;0.664950545958565;0.542224334553954;0.653203506190699;0.744590984401167;0.32522281757888;0.670531092831992;0.64655095382597;0.658916417971449;0.536190206566838;0.647169378203583;0.738556856414051;0.51864019758277;0.494660058576748;0.507025522722228;0.384299311317617;0.495278482954361;0.586665961164829;0.83996833382986;0.85233379797534;0.729607586570729;0.840586758207473;0.931974236417941;0.828353658969318;0.705627447564707;0.816606619201451;0.907994097411919;0.717992911710186;0.828972083346931;0.920359561557399;0.706245871942319;0.797633350152787;0.908612521789532
"8";"solve,figure out";3.833;0;0;0;0.1221070660807;0;0;0;0.444797502588505;0.490837573354757;0.5;0;0;0.1221070660807;0;0;0;0.444797502588505;0.490837573354757;0.5;0;0.1221070660807;0;0;0;0.444797502588505;0.490837573354757;0.5;0.1221070660807;0;0;0;0.444797502588505;0.490837573354757;0.5;0.1221070660807;0.1221070660807;0.1221070660807;0.566904568669205;0.612944639435457;0.6221070660807;0;0;0.444797502588505;0.490837573354757;0.5;0;0.444797502588505;0.490837573354757;0.5;0.444797502588505;0.490837573354757;0.5;0.935635075943262;0.944797502588505;0.990837573354757
"9";"consume,eat";3.833;0.747636737343457;0.727422861967558;0.70778232694764;0.503553695197193;0.687622461775928;0.740235970558804;0.737539895493857;0.61080029285657;0.471592990582175;0.898534041223165;0.677991516864686;0.658350981844767;0.454122350094321;0.638191116673056;0.690804625455932;0.688108550390985;0.561368947753698;0.422161645479302;0.849102696120292;0.638137106468868;0.433908474718422;0.617977241297156;0.670590750080032;0.667894675015085;0.541155072377798;0.401947770103403;0.828888820744393;0.414267939698503;0.598336706277238;0.650950215060114;0.648254139995167;0.52151453735788;0.382307235083485;0.809248285724475;0.394108074526792;0.446721583309668;0.444025508244721;0.317285905607434;0.178078603333039;0.605019653974028;0.630790349888403;0.628094274823456;0.501354672186168;0.362147369911773;0.789088420552763;0.680707783606332;0.553968180969044;0.414760878694649;0.841701929335639;0.551272105904097;0.412064803629702;0.839005854270692;0.285325200992415;0.712266251633405;0.57305894935901
"10";"position,situate";3.833;0.235246989354326;0.231407865216106;0.235519756243059;0.116240512233116;0.227847424082918;0.236700831232943;0.128771176812454;0.313048761778366;0.145101495757366;0.378771176812454;0.209112500945525;0.213224391972478;0.0939451479625347;0.205552059812337;0.214405466962362;0.106475812541872;0.290753397507785;0.122806131486785;0.356475812541872;0.209385267834257;0.0901060238243144;0.201712935674117;0.210566342824142;0.102636688403652;0.286914273369565;0.118967007348565;0.352636688403652;0.0942179148512675;0.20582482670107;0.214678233851095;0.106748579430605;0.291026164396518;0.123078898375518;0.356748579430605;0.0865455826911269;0.095398989841152;-0.0125306645793377;0.171746920386575;0.00379965436557473;0.237469335420662;0.207005901690954;0.0990762472704647;0.283353832236377;0.115406566215377;0.349076247270465;0.10792965442049;0.292207239386402;0.124259973365402;0.35792965442049;0.184277584965913;0.0163303189449125;0.25;0.200607903910825;0.434277584965913;0.266330318944912
