"Word.pair";"Human.jugdement";"attract.reppel.emb+fastext.emb";"attract.reppel.emb+glove.emb";"attract.reppel.emb+cbow.emb";"attract.reppel.emb+sp.500d.emb";"attract.reppel.emb+paragram.ws.emb";"attract.reppel.emb+paragram.sl.emb";"attract.reppel.emb+cf.emb";"attract.reppel.emb+wordnet.randomwalks.emb";"attract.reppel.emb+wordnet.ukb.ppv";"attract.reppel.emb+en_wordsenses_BN.txt.nasari.unified";"fastext.emb+glove.emb";"fastext.emb+cbow.emb";"fastext.emb+sp.500d.emb";"fastext.emb+paragram.ws.emb";"fastext.emb+paragram.sl.emb";"fastext.emb+cf.emb";"fastext.emb+wordnet.randomwalks.emb";"fastext.emb+wordnet.ukb.ppv";"fastext.emb+en_wordsenses_BN.txt.nasari.unified";"glove.emb+cbow.emb";"glove.emb+sp.500d.emb";"glove.emb+paragram.ws.emb";"glove.emb+paragram.sl.emb";"glove.emb+cf.emb";"glove.emb+wordnet.randomwalks.emb";"glove.emb+wordnet.ukb.ppv";"glove.emb+en_wordsenses_BN.txt.nasari.unified";"cbow.emb+sp.500d.emb";"cbow.emb+paragram.ws.emb";"cbow.emb+paragram.sl.emb";"cbow.emb+cf.emb";"cbow.emb+wordnet.randomwalks.emb";"cbow.emb+wordnet.ukb.ppv";"cbow.emb+en_wordsenses_BN.txt.nasari.unified";"sp.500d.emb+paragram.ws.emb";"sp.500d.emb+paragram.sl.emb";"sp.500d.emb+cf.emb";"sp.500d.emb+wordnet.randomwalks.emb";"sp.500d.emb+wordnet.ukb.ppv";"sp.500d.emb+en_wordsenses_BN.txt.nasari.unified";"paragram.ws.emb+paragram.sl.emb";"paragram.ws.emb+cf.emb";"paragram.ws.emb+wordnet.randomwalks.emb";"paragram.ws.emb+wordnet.ukb.ppv";"paragram.ws.emb+en_wordsenses_BN.txt.nasari.unified";"paragram.sl.emb+cf.emb";"paragram.sl.emb+wordnet.randomwalks.emb";"paragram.sl.emb+wordnet.ukb.ppv";"paragram.sl.emb+en_wordsenses_BN.txt.nasari.unified";"cf.emb+wordnet.randomwalks.emb";"cf.emb+wordnet.ukb.ppv";"cf.emb+en_wordsenses_BN.txt.nasari.unified";"wordnet.randomwalks.emb+wordnet.ukb.ppv";"wordnet.randomwalks.emb+en_wordsenses_BN.txt.nasari.unified";"wordnet.ukb.ppv+en_wordsenses_BN.txt.nasari.unified"
"1";"undated,undatable";5.83;0.243847872730374;0.094887509486188;0;0;0.094887509486188;0.094887509486188;0;0.421051738663775;0.212942811843026;0.25;0.338735382216562;0.243847872730374;0.243847872730374;0.338735382216562;0.338735382216562;0.243847872730374;0.664899611394149;0.4567906845734;0.493847872730374;0.094887509486188;0.094887509486188;0.189775018972376;0.189775018972376;0.094887509486188;0.515939248149963;0.307830321329214;0.344887509486188;0;0.094887509486188;0.094887509486188;0;0.421051738663775;0.212942811843026;0.25;0.094887509486188;0.094887509486188;0;0.421051738663775;0.212942811843026;0.25;0.189775018972376;0.094887509486188;0.515939248149963;0.307830321329214;0.344887509486188;0.094887509486188;0.515939248149963;0.307830321329214;0.344887509486188;0.421051738663775;0.212942811843026;0.25;0.633994550506801;0.671051738663775;0.462942811843026
"2";"dispossess,deprive";6.83;0.257616964484194;0.265141050172542;0.191186245992747;0.0433706912836343;0.254635646180551;0.206491163984278;0;0.235036194679117;0.0812060634333288;0.25;0.522758014656736;0.44880321047694;0.300987655767828;0.512252610664745;0.464108128468472;0.257616964484194;0.492653159163311;0.338823027917523;0.507616964484194;0.456327296165289;0.308511741456176;0.519776696353093;0.47163221415682;0.265141050172542;0.500177244851659;0.346347113605871;0.515141050172542;0.234556937276381;0.445821892173298;0.397677409977024;0.191186245992747;0.426222440671864;0.272392309426075;0.441186245992747;0.298006337464186;0.249861855267912;0.0433706912836343;0.278406885962752;0.124576754716963;0.293370691283634;0.461126810164829;0.254635646180551;0.489671840859668;0.33584170961388;0.504635646180551;0.206491163984278;0.441527358663395;0.287697227417607;0.456491163984278;0.235036194679117;0.0812060634333288;0.25;0.316242258112446;0.485036194679117;0.331206063433329
"3";"provincialism,narrow-mindedness";8.11;0;0.365372196530634;0;0;0.359698968876442;0.379850943199945;0;0.338590620645529;0.119003078187804;0.166666666666667;0.365372196530634;0;0;0.359698968876442;0.379850943199945;0;0.338590620645529;0.119003078187804;0.166666666666667;0.365372196530634;0.365372196530634;0.725071165407077;0.74522313973058;0.365372196530634;0.703962817176163;0.484375274718438;0.532038863197301;0;0.359698968876442;0.379850943199945;0;0.338590620645529;0.119003078187804;0.166666666666667;0.359698968876442;0.379850943199945;0;0.338590620645529;0.119003078187804;0.166666666666667;0.739549912076388;0.359698968876442;0.698289589521971;0.478702047064246;0.526365635543109;0.379850943199945;0.718441563845474;0.498854021387749;0.546517609866612;0.338590620645529;0.119003078187804;0.166666666666667;0.457593698833332;0.505257287312195;0.28566974485447
"4";"provincialism,partiality";4.5;0.196303132159773;0.227814156315781;0.190127695767757;0.0266868393210685;0.243898253526098;0.216207238804775;0;0.293130480714016;0.117749733782618;0.176840717255154;0.424117288475554;0.38643082792753;0.222989971480842;0.440201385685871;0.412510370964549;0.196303132159773;0.489433612873789;0.314052865942391;0.373143849414928;0.417941852083538;0.254500995636849;0.471712409841878;0.444021395120556;0.227814156315781;0.520944637029797;0.345563890098399;0.404654873570935;0.216814535088826;0.434025949293855;0.406334934572532;0.190127695767757;0.483258176481773;0.307877429550375;0.366968413022911;0.270585092847166;0.242894078125844;0.0266868393210685;0.319817320035085;0.144436573103687;0.203527556576223;0.460105492330873;0.243898253526098;0.537028734240114;0.361647987308716;0.420738970781252;0.216207238804775;0.509337719518791;0.333956972587393;0.39304795605993;0.293130480714016;0.117749733782618;0.176840717255154;0.410880214496634;0.469971197969171;0.294590451037772
"5";"instrumentality,department";3;0.107402991449889;0.0992338023755384;0.00420746671109883;0.0578423716381492;0.0777036656400908;0.103021216549975;0;0.168626105978173;0.0134496004791016;0.0781677801583409;0.206636793825428;0.111610458160988;0.165245363088039;0.18510665708998;0.210424207999864;0.107402991449889;0.276029097428062;0.120852591928991;0.18557077160823;0.103441269086637;0.157076174013688;0.176937468015629;0.202255018925513;0.0992338023755384;0.267859908353711;0.11268340285464;0.177401582533879;0.062049838349248;0.0819111323511896;0.107228683261074;0.00420746671109883;0.172833572689272;0.0176570671902005;0.0823752468694397;0.13554603727824;0.160863588188124;0.0578423716381492;0.226468477616322;0.0712919721172508;0.13601015179649;0.180724882190066;0.0777036656400908;0.246329771618264;0.0911532661191924;0.155871445798432;0.103021216549975;0.271647322528148;0.116470817029077;0.181188996708316;0.168626105978173;0.0134496004791016;0.0781677801583409;0.182075706457275;0.246793886136514;0.0916173806374425
"6";"instrumentality,utility";7.29;0.132182804201595;0.0875440471791117;0.0126546915200924;0.0329239750200256;0.0950004088913022;0.0815646251145971;0;0.178888563815873;0.0441356620206014;0.382970071908233;0.219726851380707;0.144837495721687;0.165106779221621;0.227183213092897;0.213747429316192;0.132182804201595;0.311071368017468;0.176318466222196;0.515152876109828;0.100198738699204;0.120468022199137;0.182544456070414;0.169108672293709;0.0875440471791117;0.266432610994985;0.131679709199713;0.470514119087344;0.0455786665401181;0.107655100411395;0.0942193166346895;0.0126546915200924;0.191543255335966;0.0567903535406938;0.395624763428325;0.127924383911328;0.114488600134623;0.0329239750200256;0.211812538835899;0.077059637040627;0.415894046928258;0.176565034005899;0.0950004088913022;0.273888972707175;0.139136070911904;0.477970480799535;0.0815646251145971;0.26045318893047;0.125700287135198;0.46453469702283;0.178888563815873;0.0441356620206014;0.382970071908233;0.223024225836475;0.561858635724106;0.427105733928834
"7";"involvement,action";6.86;0.316755377197121;0.351992200081897;0.256694467334577;0.185101007826972;0.293308474883425;0.270886626630372;0.29116236159444;0.220224604732103;0.158177581762537;0.418330812183452;0.363997680720024;0.268699947972703;0.197106488465098;0.305313955521552;0.282892107268499;0.303167842232567;0.23223008537023;0.170183062400663;0.430336292821579;0.303936770857479;0.232343311349874;0.340550778406328;0.318128930153275;0.338404665117343;0.267466908255006;0.205419885285439;0.465573115706354;0.137045578602553;0.245253045659007;0.222831197405954;0.243106932370022;0.172169175507685;0.110122152538119;0.370275382959034;0.173659586151402;0.151237737898349;0.171513472862417;0.10057571600008;0.0385286930305133;0.298681923451429;0.259445204954803;0.279720939918871;0.208783183056534;0.146736160086967;0.406889390507882;0.257299091665818;0.186361334803481;0.124314311833914;0.38446754225483;0.206637069767549;0.144590046797982;0.404743277218897;0.0736522899356453;0.333805520356561;0.271758497386994
"8";"involvement,implication";4.17;0.35301795826154;0.325822481957243;0.277804183653968;0.193077946899497;0.306421829819032;0.404511830583046;0.313108595250016;0.323491819568882;0.131304737403426;0.313980004735241;0.444316478633086;0.396298180329811;0.311571943575341;0.424915826494876;0.52300582725889;0.43160259192586;0.441985816244726;0.249798734079269;0.432474001411084;0.369102704025514;0.284376467271044;0.397720350190578;0.495810350954592;0.404407115621563;0.414790339940428;0.222603257774972;0.405278525106787;0.236358168967769;0.349702051887303;0.447792052651317;0.356388817318288;0.366772041637153;0.174584959471697;0.357260226803512;0.264975815132833;0.363065815896847;0.271662580563817;0.282045804882683;0.0898587227172266;0.272533990049042;0.476409698816381;0.385006463483352;0.395389687802218;0.203202605636761;0.385877872968576;0.483096464247366;0.493479688566231;0.301292606400775;0.48396787373259;0.402076453233202;0.209889371067746;0.392564638399561;0.220272595386611;0.402947862718426;0.21076078055297
"9";"ecclesiastic,clergyman";8.67;0.590727876761068;0.586260848964443;0.495453708596143;0.464206665910984;0.521185782803908;0.484245332903778;0.313496318591853;0.56845646187971;0.372457604217189;0.700656635762379;0.549996088541806;0.459188948173505;0.427941905488347;0.484921022381271;0.447980572481141;0.277231558169215;0.532191701457073;0.336192843794552;0.664391875339742;0.45472192037688;0.423474877691722;0.480453994584646;0.443513544684516;0.27276453037259;0.527724673660448;0.331725815997927;0.659924847543117;0.332667737323421;0.389646854216345;0.352706404316215;0.18195739000429;0.436917533292147;0.240918675629626;0.569117707174816;0.358399811531187;0.321459361631057;0.150710347319131;0.405670490606989;0.209671632944468;0.537870664489658;0.378438478523981;0.207689464212056;0.462649607499913;0.266650749837392;0.594849781382582;0.170749014311925;0.425709157599783;0.229710299937262;0.557909331482451;0.254960143287858;0.0589612856253366;0.387160317170526;0.313921428913194;0.642120460458384;0.446121602795863
"10";"brigadier,general";8.17;0.453546619345482;0.253422472470456;0.266897524691642;0.26727466984457;0.277933970793578;0.262389085662006;0.212759606238788;0.377338015566322;0.17475246640944;0.623931674816093;0.380320619674113;0.393795671895299;0.394172817048227;0.404832117997235;0.389287232865663;0.339657753442445;0.504236162769979;0.301650613613097;0.75082982201975;0.193671525020272;0.1940486701732;0.204707971122208;0.189163085990637;0.139533606567418;0.304112015894952;0.10152646673807;0.550705675144724;0.207523722394386;0.218183023343394;0.202638138211822;0.153008658788604;0.317587068116138;0.115001518959256;0.56418072736591;0.218560168496323;0.203015283364751;0.153385803941532;0.317964213269066;0.115378664112184;0.564557872518838;0.213674584313759;0.164045104890541;0.328623514218074;0.126037965061193;0.575217173467846;0.148500219758969;0.313078629086502;0.110493079929621;0.559672288336274;0.263449149663284;0.0608636005064026;0.510042808913056;0.225442009833936;0.67462121824059;0.472035669083708
