C0006949;C0031507;564.5
C0878544;C0000970;374
C0009186;C0019655;958
C0023413;C0025677;891
C0002962;C0070166;988.25
C0242339;C0004153;984
C0035435;C0920289;636.5
C0009090;C0233576;451
C0027497;C0027498;1080.5
C0009951;C0001962;984.5
C0242723;C0024530;941.25
C0033687;C0011847;1065.75
C0021641;C0017687;921
C2004489;C0081876;990.5
C0086543;C0014544;267.75
C0011847;C0033860;723
C0948786;C0030232;871.25
C0232471;C0016860;846.25
C0031763;C0003564;379.75
C0033860;C0025287;364
C0033860;C0003864;921
C0043031;C0042878;1085
C0002871;C0060277;1120
C0014038;C0025287;956.5
C0015300;C0020550;1100.25
C0028754;C0011847;1090.25
C0032285;C0007561;1047.5
C0114873;C0076107;747.25
C0858529;C0017887;848.5
C0002871;C0206160;999.25
C0009951;C0006949;1043.75
C0242339;C0016157;1091.25
C0684275;C0019079;647.75
C0017887;C0026549;868
C0232197;C0002962;934.75
C0007557;C0007561;981.25
C0011847;C0021641;1131.25
C0030232;C0004057;753.75
C0013456;C0233212;187.75
C0019340;C0008370;459.25
C0878544;C0026196;266.5
C0004093;C1883552;980.75
C0002600;C0016365;583
C0242339;C0008402;942.75
C0034494;C0702166;335
C0001975;C0012772;1063.75
C0009214;C0027358;931.5
C0043031;C0004057;992
C0042313;C0017642;646.75
C0854467;C0008168;1023.25
C0001824;C0023530;914
C0020517;C0019134;818.5
C0002940;C0029456;204
C0036396;C0246719;409
C0232197;C0087086;960
C0014038;C0025289;1014.75
C0152447;C0040822;278.25
C0001924;C0019134;899.5
C0033860;C0054836;294
C0019112;C0021359;201.25
C0032285;C0036690;1002.5
C0015300;C0019214;447.75
C0040165;C0023660;286.75
C0032285;C0013404;1064.5
C0741439;C0025287;827.25
C0017601;C0232197;351.25
C0036494;C0007297;912.5
C0398623;C0040038;813.75
C0018021;C0020740;341.25
C0684275;C0017642;335.25
C0271397;C1698636;836.75
C0013428;C0070166;350.75
C0231236;C0042755;332.5
C0002940;C0947651;359
C0009262;C0032950;591
C0019270;C0006982;286
C1257763;C0036572;291.25
C0086543;C0030305;298.75
C0001962;C0001975;1137.25
C0020550;C0036572;795.5
