gem;jewel;3.94
midday;noon;3.94
automobile;car;3.92
boy;lad;3.82
implement;tool;3.66
coast;shore;3.6
journey;voyage;3.58
magician;wizard;3.21
furnace;stove;3.11
asylum;madhouse;3.04
brother;monk;2.74
food;fruit;2.69
bird;cock;2.63
bird;crane;2.63
brother;lad;2.41
crane;implement;2.37
car;journey;1.55
coast;hill;1.26
food;rooster;1.09
forest;graveyard;1
lad;wizard;0.99
monk;oracle;0.91
coast;forest;0.85
monk;slave;0.57
glass;magician;0.44
noon;string;0.04
rooster;voyage;0.04
cord;smile;0.02
