Eminem;Green Day;3.304
XML;Vodafone;1.348
King;Jobs;1.522
Horoscopes;Quotes;1.826
Firefox;Internet Explorer;4.391
IMDB;Blockbuster;3.304
Dogs;Disney;2.478
Flowers;Food  Network;1.609
E-Cards;Valentine’s Day;3.435
Free Music  Downloads;iTunes;3.696
Delta Airlines;US Airways;4.0
Dell;Best Buy;3.13
Vodafone;O2;4.304
Movies;News;2.435
Yahoo Maps;Zone  Alarm;1.696
Dictionary;Super Bowl;1.13
Poems;Lyrics;4.087
Quicken;PayPal;2.609
NASA;Kazaa  Lite;1.043
Las Vegas;Exchange Rates;1.913
Cars;Girls;2.043
Weather Channel;News;3.435
Guitar Tabs;Hotmail;1.13
Quiz;Amazon;1.217
Tsunami;Weather;3.87
