Methods;Resnik-Pearson;Resnik-Spearman;Lin-Pearson;Lin-Spearman;JiangConrath-Pearson;JiangConrath-Spearman;PirroSeco-Pearson;PirroSeco-Spearman;FaITH-Pearson;FaITH-Spearman;Meng2012-Pearson;Meng2012-Spearman;Garla-Pearson;Garla-Spearman;CosineNormJiangConrath-Pearson;CosineNormJiangConrath-Spearman;Li2003Strategy9-Pearson;Li2003Strategy9-Spearman;Zhou-Pearson;Zhou-Spearman;Meng2014-Pearson;Meng2014-Spearman;Gao2015Strategy3-Pearson;Gao2015Strategy3-Spearman;CosineNormWeightedJiangConrath-Pearson;CosineNormWeightedJiangConrath-Spearman
Resnik,ic-treebank-add1.dat;0.8735624185287638;0.7783107517482517;0.8877126735654091;0.7660292832167832;0.8749047699475505;0.7717438811188811;0.8327735633991089;0.7421765734265735;0.9002987859397182;0.7660292832167832;0.8988097010265502;0.7660292832167832;0.7760629497775138;0.7717438811188811;0.8922395779629574;0.7717438811188811;0.8857349328395634;0.7808784965034965;0.8777865849689938;0.7736669580419581;0.8286294567837775;0.810478583916084;0.8909096677830807;0.8088833041958042;0.8826103201368193;0.7772508741258741
Seco;0.879874222903542;0.7734593531468532;0.894490904507464;0.791083916083916;0.8781404774432847;0.7768138111888112;0.8969663987006113;0.7918924825174825;0.9041895615102452;0.791083916083916;0.9031479359232812;0.791083916083916;0.9020967480869152;0.7768138111888112;0.8966111090100546;0.7768138111888112;0.8839286896555809;0.788854895104895;0.8949119049260831;0.8144012237762238;0.8374461911026678;0.8149694055944056;0.8585474722238856;0.7986451048951049;0.8819091044987268;0.7820913461538461
Blanchard;0.8788018405034511;0.7527425699300699;0.8931547036245964;0.7787587412587412;0.8736014775047097;0.7668487762237762;0.8380613121817259;0.7629261363636364;0.9019549509820732;0.7787587412587412;0.9012659484766616;0.7787587412587412;0.7812624120941886;0.7668487762237762;0.894236705932994;0.7668487762237762;0.889043438212507;0.7792722902097902;0.8768962044619714;0.7736997377622378;0.8375223568682719;0.8120520104895105;0.8925711285067995;0.7898929195804196;0.8810792284365606;0.7750546328671328
Zhou;0.8357215798025243;0.772027972027972;0.8419621757862517;0.7867242132867133;0.8372091601598066;0.7999344405594405;0.8563303620392919;0.7937937062937063;0.8905326541032987;0.7867242132867133;0.8806291831504038;0.7867242132867133;0.8979120845042619;0.7999344405594405;0.8726486863646957;0.7999344405594405;0.8896698525521134;0.7902534965034965;0.8724811187825482;0.8211756993006993;0.7488416769190985;0.8122486888111888;0.8585474722238856;0.7986451048951049;0.8593371080669446;0.8004807692307692
Sanchez2011;0.8739655417202489;0.7731643356643356;0.87382570110763;0.7935970279720279;0.8762249309863107;0.8003387237762238;0.8050725207175492;0.7572880244755245;0.9024570268228993;0.7935970279720279;0.8963800210200351;0.7935970279720279;0.8470386020883298;0.8003387237762238;0.8996376382847797;0.8003387237762238;0.8807315169522744;0.7788789335664336;0.8788679711517218;0.8030703671328672;0.7943385265597193;0.8179195804195805;0.8843600911918429;0.804611013986014;0.884958459448774;0.8226398601398601
Sanchez2012;0.8828531144934687;0.7727491258741259;0.8947907589930243;0.7854458041958042;0.8741643464451767;0.7652425699300699;0.839762258500525;0.7680725524475525;0.9042090947929844;0.7854458041958042;0.9034831071976052;0.7854458041958042;0.77983927403913;0.7652425699300699;0.8917777810536598;0.7652425699300699;0.8876906616785669;0.780583479020979;0.8771220469347133;0.773229895104895;0.8350399496222454;0.8116477272727273;0.8919818991676921;0.7958151223776224;0.8790461656655156;0.774027534965035
Meng;0.8645407721687277;0.75430506993007;0.8862858438871181;0.7775677447552447;0.8714952752552406;0.8126748251748251;0.8897242072619137;0.8121503496503497;0.9057206893757693;0.7775677447552447;0.9025458820563411;0.7775677447552447;0.9058193892625224;0.8126748251748251;0.8917395328023837;0.8126748251748251;0.8812820830157284;0.7841673951048951;0.8805286911662508;0.8125874125874126;0.8105546158906195;0.8071569055944056;0.8585474722238856;0.7986451048951049;0.8764904373760446;0.8214597902097902
Yuan;0.8654712066472176;0.7759178321678322;0.8895911490807;0.7904611013986014;0.8640908301985267;0.7956949300699301;0.8890652500731246;0.8198863636363636;0.9082225717007056;0.7904611013986014;0.9060534562137853;0.7904611013986014;0.9009605112770083;0.7956949300699301;0.8840028790038202;0.7956949300699301;0.8774180771659141;0.7916848776223776;0.8795545672474671;0.813833041958042;0.808547201833265;0.8125327797202797;0.8585474722238856;0.7986451048951049;0.8713482871800948;0.7974868881118882
HadjTaieb;0.49150424608320503;0.6140297202797202;0.7961964453557754;0.7463068181818182;0.42606094142224915;0.6093640734265735;0.4659602745737424;0.6107408216783217;0.8167430031666129;0.7463068181818182;0.812507355476958;0.7463068181818182;0.6748967008175982;0.6093640734265735;0.4271713441346072;0.6093640734265735;0.8724009155867885;0.7674497377622378;0.4308008732978696;0.6152644230769231;0.7631790002485543;0.783326048951049;0.8751318386755825;0.779763986013986;0.4271713441346072;0.6093640734265735
Adhikari;0.8653081462918099;0.754097465034965;0.8874863289262706;0.776999562937063;0.8734682921909346;0.8068181818181819;0.8907541779511732;0.8045454545454546;0.9056118327624068;0.776999562937063;0.9026764618709292;0.776999562937063;0.9056898865027383;0.8068181818181819;0.8925836300380319;0.8068181818181819;0.8803530578576387;0.7841673951048951;0.881887619038105;0.8122377622377622;0.8162780056321306;0.8065887237762238;0.8585474722238856;0.7986451048951049;0.8773770026606412;0.8164335664335665
